,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
144,ENSG00000243811,APOBEC3D,Rest,634.0,1,2,3,-2.714990993062079,False,19.75495566568786,False,2-10 DE genes,no on-target KD,ENSG00000243811,ENSG00000243811_Rest,APOBEC3D
145,ENSG00000247746,USP51,Rest,451.0,0,1,1,-2.2685209218298232,False,1.115623724795024,False,1 DE gene,no on-target KD,ENSG00000247746,ENSG00000247746_Rest,USP51
146,ENSG00000265817,FSBP,Rest,1354.0,0,1,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000265817,ENSG00000265817_Rest,FSBP
147,ENSG00000266967,AARSD1,Rest,771.0,0,0,0,-1.2013132272058835,False,16.486669846565427,False,no effect,no on-target KD,ENSG00000266967,ENSG00000266967_Rest,AARSD1
148,ENSG00000269343,ZNF587B,Rest,462.0,1,0,1,-2.080267306747685,False,15.89834401291905,False,1 DE gene,no on-target KD,ENSG00000269343,ENSG00000269343_Rest,ZNF587B
149,ENSG00000277150,F8A3,Rest,312.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000277150,ENSG00000277150_Rest,F8A3
150,ENSG00000006327,TNFRSF12A,Stim8hr,662.0,0,2,2,-2.048237256648449,False,0.6817474293659019,False,2-10 DE genes,no on-target KD,ENSG00000006327,ENSG00000006327_Stim8hr,TNFRSF12A
151,ENSG00000006530,AGK,Stim8hr,314.0,5,5,10,-19.46137863294805,True,157.36360125801457,False,2-10 DE genes,on-target KD,ENSG00000006530,ENSG00000006530_Stim8hr,AGK
152,ENSG00000048649,RSF1,Stim8hr,376.0,7,6,13,-12.563134627736066,True,48.0693114427248,False,>10 DE genes,on-target KD,ENSG00000048649,ENSG00000048649_Stim8hr,RSF1
153,ENSG00000054793,ATP9A,Stim8hr,1957.0,0,5,5,-1.6981415649603595,False,2.822949222469817,False,2-10 DE genes,no on-target KD,ENSG00000054793,ENSG00000054793_Stim8hr,ATP9A
154,ENSG00000099904,ZDHHC8,Stim8hr,361.0,0,1,1,-14.070963395333631,True,54.78178985806815,False,1 DE gene,on-target KD,ENSG00000099904,ENSG00000099904_Stim8hr,ZDHHC8
155,ENSG00000102796,DHRS12,Stim8hr,188.0,0,0,0,-3.700586411671687,False,8.270922309288581,False,no effect,no on-target KD,ENSG00000102796,ENSG00000102796_Stim8hr,DHRS12
156,ENSG00000102984,ZNF821,Stim8hr,277.0,0,0,0,-1.6917161562857164,False,2.254565838433448,False,no effect,no on-target KD,ENSG00000102984,ENSG00000102984_Stim8hr,ZNF821
157,ENSG00000110046,ATG2A,Stim8hr,488.0,1,1,2,-5.32079715951702,True,6.741577416132197,False,2-10 DE genes,on-target KD,ENSG00000110046,ENSG00000110046_Stim8hr,ATG2A
158,ENSG00000121680,PEX16,Stim8hr,773.0,1,2,3,-6.594804931471554,True,6.855228191613629,False,2-10 DE genes,on-target KD,ENSG00000121680,ENSG00000121680_Stim8hr,PEX16
159,ENSG00000122707,RECK,Stim8hr,654.0,0,2,2,-4.150944393917079,False,2.530761103067202,False,2-10 DE genes,no on-target KD,ENSG00000122707,ENSG00000122707_Stim8hr,RECK
160,ENSG00000129675,ARHGEF6,Stim8hr,1088.0,1,1,2,-19.406444250705025,True,78.17821695451967,False,2-10 DE genes,on-target KD,ENSG00000129675,ENSG00000129675_Stim8hr,ARHGEF6
161,ENSG00000131508,UBE2D2,Stim8hr,1436.0,2,3,5,-29.270069473570658,True,102.46050966205162,False,2-10 DE genes,on-target KD,ENSG00000131508,ENSG00000131508_Stim8hr,UBE2D2
162,ENSG00000135272,MDFIC,Stim8hr,1287.0,0,1,1,-18.81448669470536,True,442.6256795791376,False,1 DE gene,on-target KD,ENSG00000135272,ENSG00000135272_Stim8hr,MDFIC
163,ENSG00000135404,CD63,Stim8hr,676.0,0,2,2,-10.270154831124502,True,51.471022947608105,False,2-10 DE genes,on-target KD,ENSG00000135404,ENSG00000135404_Stim8hr,CD63
164,ENSG00000136205,TNS3,Stim8hr,396.0,0,1,1,-1.6135745124419243,False,3.7942293883285454,False,1 DE gene,no on-target KD,ENSG00000136205,ENSG00000136205_Stim8hr,TNS3
165,ENSG00000136448,NMT1,Stim8hr,91.0,0,1,1,-4.965088737211659,True,179.04797388617268,False,1 DE gene,on-target KD,ENSG00000136448,ENSG00000136448_Stim8hr,NMT1
166,ENSG00000138050,THUMPD2,Stim8hr,1207.0,1,2,3,-13.415597447118683,True,18.515436566407267,False,2-10 DE genes,on-target KD,ENSG00000138050,ENSG00000138050_Stim8hr,THUMPD2
167,ENSG00000138074,SLC5A6,Stim8hr,532.0,1026,246,1272,-11.215298612319575,True,107.98989968540408,True,>10 DE genes,on-target KD,ENSG00000138074,ENSG00000138074_Stim8hr,SLC5A6
168,ENSG00000142528,ZNF473,Stim8hr,815.0,10,2,12,-6.602857572118618,True,5.891970267194028,True,>10 DE genes,on-target KD,ENSG00000142528,ENSG00000142528_Stim8hr,ZNF473
169,ENSG00000143032,BARHL2,Stim8hr,525.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000143032,ENSG00000143032_Stim8hr,BARHL2
170,ENSG00000143257,NR1I3,Stim8hr,691.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000143257,ENSG00000143257_Stim8hr,NR1I3
171,ENSG00000149091,DGKZ,Stim8hr,262.0,76,52,128,-4.4393657234264685,True,9.540455649077629,False,>10 DE genes,on-target KD,ENSG00000149091,ENSG00000149091_Stim8hr,DGKZ
172,ENSG00000151136,BTBD11,Stim8hr,784.0,1,5,6,-9.48584135462683,True,15.608961962260986,False,2-10 DE genes,on-target KD,ENSG00000151136,ENSG00000151136_Stim8hr,ABTB3
173,ENSG00000151474,FRMD4A,Stim8hr,281.0,10,2,12,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000151474,ENSG00000151474_Stim8hr,FRMD4A
174,ENSG00000152684,PELO,Stim8hr,477.0,35,8,43,-7.558505977360658,True,78.19916614781378,False,>10 DE genes,on-target KD,ENSG00000152684,ENSG00000152684_Stim8hr,PELO
175,ENSG00000154845,PPP4R1,Stim8hr,372.0,6,1,7,-11.299378822792832,True,42.06631445480543,False,2-10 DE genes,on-target KD,ENSG00000154845,ENSG00000154845_Stim8hr,PPP4R1
176,ENSG00000155858,LSM11,Stim8hr,126.0,31,11,42,-1.9283177034343948,False,25.615734040107537,False,>10 DE genes,no on-target KD,ENSG00000155858,ENSG00000155858_Stim8hr,LSM11
177,ENSG00000160447,PKN3,Stim8hr,772.0,1,1,2,-6.488348500843773,True,9.25039710693422,False,2-10 DE genes,on-target KD,ENSG00000160447,ENSG00000160447_Stim8hr,PKN3
178,ENSG00000163785,RYK,Stim8hr,1295.0,1,4,5,-12.53621865104327,True,15.248287706428131,False,2-10 DE genes,on-target KD,ENSG00000163785,ENSG00000163785_Stim8hr,RYK
179,ENSG00000164597,COG5,Stim8hr,152.0,437,143,580,-5.714607529212086,True,25.989454959971216,True,>10 DE genes,on-target KD,ENSG00000164597,ENSG00000164597_Stim8hr,COG5
180,ENSG00000164715,LMTK2,Stim8hr,614.0,291,309,600,-8.517262142169765,True,15.95221164157324,False,>10 DE genes,on-target KD,ENSG00000164715,ENSG00000164715_Stim8hr,LMTK2
181,ENSG00000170128,GPR25,Stim8hr,927.0,0,3,3,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000170128,ENSG00000170128_Stim8hr,GPR25
182,ENSG00000171262,FAM98B,Stim8hr,511.0,415,490,905,-20.944516910814123,True,108.65285898777594,False,>10 DE genes,on-target KD,ENSG00000171262,ENSG00000171262_Stim8hr,FAM98B
183,ENSG00000172733,PURG,Stim8hr,92.0,2,2,4,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000172733,ENSG00000172733_Stim8hr,PURG
184,ENSG00000173338,KCNK7,Stim8hr,454.0,1,1,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000173338,ENSG00000173338_Stim8hr,KCNK7
185,ENSG00000175155,YPEL2,Stim8hr,729.0,83,43,126,-6.778839977751313,True,12.86518824262429,False,>10 DE genes,on-target KD,ENSG00000175155,ENSG00000175155_Stim8hr,YPEL2
186,ENSG00000180228,PRKRA,Stim8hr,633.0,34,16,50,-20.2408445863544,True,90.4488643520909,False,>10 DE genes,on-target KD,ENSG00000180228,ENSG00000180228_Stim8hr,PRKRA
187,ENSG00000180953,ST20,Stim8hr,585.0,1,5,6,-8.347304259273539,True,11.196489600799604,False,2-10 DE genes,on-target KD,ENSG00000180953,ENSG00000180953_Stim8hr,ST20
188,ENSG00000182134,TDRKH,Stim8hr,537.0,0,2,2,-5.31023438113527,True,5.823800272684149,False,2-10 DE genes,on-target KD,ENSG00000182134,ENSG00000182134_Stim8hr,TDRKH
189,ENSG00000182400,TRAPPC6B,Stim8hr,419.0,0,1,1,-9.18083424032311,True,21.86346138660936,False,1 DE gene,on-target KD,ENSG00000182400,ENSG00000182400_Stim8hr,TRAPPC6B
190,ENSG00000182768,NGRN,Stim8hr,529.0,2,1,3,-10.79827116278508,True,23.621285552059568,False,2-10 DE genes,on-target KD,ENSG00000182768,ENSG00000182768_Stim8hr,NGRN
191,ENSG00000183172,SMDT1,Stim8hr,260.0,0,8,8,-15.339826921918036,True,94.73301782828796,False,2-10 DE genes,on-target KD,ENSG00000183172,ENSG00000183172_Stim8hr,SMDT1
192,ENSG00000186260,MRTFB,Stim8hr,622.0,14,13,27,-1.489212201008545,True,6.44414061757178,False,>10 DE genes,on-target KD,ENSG00000186260,ENSG00000186260_Stim8hr,MRTFB
193,ENSG00000186446,ZNF501,Stim8hr,648.0,0,0,0,-2.708321371536413,False,1.6557340041241402,False,no effect,no on-target KD,ENSG00000186446,ENSG00000186446_Stim8hr,ZNF501
194,ENSG00000198087,CD2AP,Stim8hr,1537.0,0,2,2,-24.93782506723449,True,57.61641002528117,False,2-10 DE genes,on-target KD,ENSG00000198087,ENSG00000198087_Stim8hr,CD2AP
195,ENSG00000198915,RASGEF1A,Stim8hr,740.0,0,0,0,-0.653966660414513,False,8.984871722314674,False,no effect,no on-target KD,ENSG00000198915,ENSG00000198915_Stim8hr,RASGEF1A
196,ENSG00000204386,NEU1,Stim8hr,855.0,0,1,1,-10.205895066551696,True,20.793860199911297,False,1 DE gene,on-target KD,ENSG00000204386,ENSG00000204386_Stim8hr,NEU1
197,ENSG00000256235,SMIM3,Stim8hr,295.0,0,2,2,-6.42638763800906,True,18.623950634917463,False,2-10 DE genes,on-target KD,ENSG00000256235,ENSG00000256235_Stim8hr,SMIM3
198,ENSG00000278535,DHRS11,Stim8hr,579.0,1,1,2,-6.579961776528022,True,8.408761684912209,False,2-10 DE genes,on-target KD,ENSG00000278535,ENSG00000278535_Stim8hr,DHRS11
199,ENSG00000278705,HIST1H4B,Stim8hr,256.0,5,2,7,-1.351632354965586,False,0.8065628497793942,False,2-10 DE genes,no on-target KD,ENSG00000278705,ENSG00000278705_Stim8hr,H4C2
200,ENSG00000010539,ZNF200,Stim8hr,930.0,51,3,54,-11.487172442369763,True,16.437301496844913,False,>10 DE genes,on-target KD,ENSG00000010539,ENSG00000010539_Stim8hr,ZNF200
201,ENSG00000056097,ZFR,Stim8hr,170.0,34,14,48,-11.060401020382724,True,159.7515532465618,False,>10 DE genes,on-target KD,ENSG00000056097,ENSG00000056097_Stim8hr,ZFR
202,ENSG00000059728,MXD1,Stim8hr,606.0,0,1,1,-7.700553428820651,True,11.09657421219207,False,1 DE gene,on-target KD,ENSG00000059728,ENSG00000059728_Stim8hr,MXD1
203,ENSG00000063761,ADCK1,Stim8hr,592.0,0,2,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000063761,ENSG00000063761_Stim8hr,ADCK1
204,ENSG00000074621,SLC24A1,Stim8hr,650.0,1243,684,1927,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000074621,ENSG00000074621_Stim8hr,SLC24A1
205,ENSG00000074695,LMAN1,Stim8hr,173.0,3,1,4,-12.472177483792835,True,187.84107245085983,False,2-10 DE genes,on-target KD,ENSG00000074695,ENSG00000074695_Stim8hr,LMAN1
206,ENSG00000074800,ENO1,Stim8hr,90.0,15,17,32,-26.33374190207445,True,1180.1288670512724,False,>10 DE genes,on-target KD,ENSG00000074800,ENSG00000074800_Stim8hr,ENO1
207,ENSG00000085465,OVGP1,Stim8hr,767.0,0,0,0,-0.566528718171602,False,0.3112248331124927,False,no effect,no on-target KD,ENSG00000085465,ENSG00000085465_Stim8hr,OVGP1
208,ENSG00000091592,NLRP1,Stim8hr,894.0,2,3,5,-9.0563932119638,True,13.288193285682528,False,2-10 DE genes,on-target KD,ENSG00000091592,ENSG00000091592_Stim8hr,NLRP1
209,ENSG00000101162,TUBB1,Stim8hr,594.0,3,0,3,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000101162,ENSG00000101162_Stim8hr,TUBB1
210,ENSG00000101928,MOSPD1,Stim8hr,274.0,0,1,1,-6.031309534022981,True,16.92066620230348,False,1 DE gene,on-target KD,ENSG00000101928,ENSG00000101928_Stim8hr,MOSPD1
211,ENSG00000104859,CLASRP,Stim8hr,110.0,104,93,197,-6.9022000367216725,True,52.75284986886814,False,>10 DE genes,on-target KD,ENSG00000104859,ENSG00000104859_Stim8hr,CLASRP
212,ENSG00000110244,APOA4,Stim8hr,206.0,2,0,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000110244,ENSG00000110244_Stim8hr,APOA4
213,ENSG00000111716,LDHB,Stim8hr,518.0,0,1,1,-51.37263013733656,True,845.2641349717248,False,1 DE gene,on-target KD,ENSG00000111716,ENSG00000111716_Stim8hr,LDHB
214,ENSG00000115274,INO80B,Stim8hr,225.0,256,172,428,-11.112572494115318,True,64.49620812446844,False,>10 DE genes,on-target KD,ENSG00000115274,ENSG00000115274_Stim8hr,INO80B
215,ENSG00000117153,KLHL12,Stim8hr,269.0,0,1,1,-6.081783294445503,True,46.54944788017422,False,1 DE gene,on-target KD,ENSG00000117153,ENSG00000117153_Stim8hr,KLHL12
216,ENSG00000118482,PHF3,Stim8hr,2262.0,38,43,81,-22.537333456192247,True,32.91305983589794,False,>10 DE genes,on-target KD,ENSG00000118482,ENSG00000118482_Stim8hr,PHF3
217,ENSG00000121578,B4GALT4,Stim8hr,868.0,1,1,2,-12.253013890249372,True,22.01666735111384,False,2-10 DE genes,on-target KD,ENSG00000121578,ENSG00000121578_Stim8hr,B4GALT4
218,ENSG00000122033,MTIF3,Stim8hr,234.0,0,1,1,-6.409694368071322,True,43.820182183470486,False,1 DE gene,on-target KD,ENSG00000122033,ENSG00000122033_Stim8hr,MTIF3
219,ENSG00000124574,ABCC10,Stim8hr,488.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000124574,ENSG00000124574_Stim8hr,ABCC10
220,ENSG00000126391,FRMD8,Stim8hr,804.0,2,0,2,-2.5037917133068865,False,0.8433483195110879,False,2-10 DE genes,no on-target KD,ENSG00000126391,ENSG00000126391_Stim8hr,FRMD8
221,ENSG00000126432,PRDX5,Stim8hr,554.0,3,4,7,-13.884468708888797,True,46.001512020898296,False,2-10 DE genes,on-target KD,ENSG00000126432,ENSG00000126432_Stim8hr,PRDX5
222,ENSG00000135002,RFK,Stim8hr,276.0,1,1,2,-10.115442307572623,True,62.48331803541316,False,2-10 DE genes,on-target KD,ENSG00000135002,ENSG00000135002_Stim8hr,RFK
223,ENSG00000144043,TEX261,Stim8hr,452.0,3,2,5,-15.341502496681612,True,84.57427786442462,False,2-10 DE genes,on-target KD,ENSG00000144043,ENSG00000144043_Stim8hr,TEX261
224,ENSG00000149218,ENDOD1,Stim8hr,713.0,0,1,1,-16.605009741737643,True,48.67075961860837,False,1 DE gene,on-target KD,ENSG00000149218,ENSG00000149218_Stim8hr,ENDOD1
225,ENSG00000155846,PPARGC1B,Stim8hr,297.0,1,2,3,-6.2552848453118735,True,13.895641942040386,False,2-10 DE genes,on-target KD,ENSG00000155846,ENSG00000155846_Stim8hr,PPARGC1B
226,ENSG00000162104,ADCY9,Stim8hr,775.0,4,1,5,-7.248311157158225,True,7.827989218304058,False,2-10 DE genes,on-target KD,ENSG00000162104,ENSG00000162104_Stim8hr,ADCY9
227,ENSG00000162511,LAPTM5,Stim8hr,852.0,0,1,1,-14.88999996985704,True,199.1732563814132,False,1 DE gene,on-target KD,ENSG00000162511,ENSG00000162511_Stim8hr,LAPTM5
228,ENSG00000162836,ACP6,Stim8hr,691.0,0,5,5,-6.626859713275842,True,7.735252088406193,False,2-10 DE genes,on-target KD,ENSG00000162836,ENSG00000162836_Stim8hr,ACP6
229,ENSG00000162929,KIAA1841,Stim8hr,653.0,1,1,2,-3.661987712239982,False,2.7796142939974007,False,2-10 DE genes,no on-target KD,ENSG00000162929,ENSG00000162929_Stim8hr,SANBR
230,ENSG00000163428,LRRC58,Stim8hr,332.0,10,5,15,-16.98931177643543,True,112.4867414568376,False,>10 DE genes,on-target KD,ENSG00000163428,ENSG00000163428_Stim8hr,LRRC58
231,ENSG00000164403,SHROOM1,Stim8hr,632.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000164403,ENSG00000164403_Stim8hr,SHROOM1
232,ENSG00000166747,AP1G1,Stim8hr,239.0,0,1,1,-13.97760130175416,True,95.51950441736986,False,1 DE gene,on-target KD,ENSG00000166747,ENSG00000166747_Stim8hr,AP1G1
233,ENSG00000171208,NETO2,Stim8hr,546.0,0,1,1,-17.851484742285855,True,102.78612381383904,False,1 DE gene,on-target KD,ENSG00000171208,ENSG00000171208_Stim8hr,NETO2
234,ENSG00000171962,DRC3,Stim8hr,2183.0,2,3,5,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000171962,ENSG00000171962_Stim8hr,DRC3
235,ENSG00000173480,ZNF417,Stim8hr,443.0,3,0,3,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000173480,ENSG00000173480_Stim8hr,ZNF417
236,ENSG00000174903,RAB1B,Stim8hr,401.0,0,3,3,-20.00278963124883,True,120.5727735445368,False,2-10 DE genes,on-target KD,ENSG00000174903,ENSG00000174903_Stim8hr,RAB1B
237,ENSG00000180921,FAM83H,Stim8hr,358.0,0,0,0,-3.700036117375679,False,5.305146905841538,False,no effect,no on-target KD,ENSG00000180921,ENSG00000180921_Stim8hr,FAM83H
238,ENSG00000183508,TENT5C,Stim8hr,524.0,85,22,107,-7.656887396545902,True,18.18235323821833,False,>10 DE genes,on-target KD,ENSG00000183508,ENSG00000183508_Stim8hr,TENT5C
239,ENSG00000184481,FOXO4,Stim8hr,578.0,1,9,10,-6.033729067372378,True,6.273357895009128,False,2-10 DE genes,on-target KD,ENSG00000184481,ENSG00000184481_Stim8hr,FOXO4
240,ENSG00000184489,PTP4A3,Stim8hr,835.0,3,1,4,-4.984858539893067,True,15.73430985639144,False,2-10 DE genes,on-target KD,ENSG00000184489,ENSG00000184489_Stim8hr,PTP4A3
241,ENSG00000185010,F8,Stim8hr,697.0,1,0,1,-0.207364305557236,False,1.6767690081905977,False,1 DE gene,no on-target KD,ENSG00000185010,ENSG00000185010_Stim8hr,F8
242,ENSG00000187134,AKR1C1,Stim8hr,131.0,4,2,6,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000187134,ENSG00000187134_Stim8hr,AKR1C1
243,ENSG00000189144,ZNF573,Stim8hr,489.0,0,1,1,-4.495561550020357,True,5.591785224593039,False,1 DE gene,on-target KD,ENSG00000189144,ENSG00000189144_Stim8hr,ZNF573
244,ENSG00000196381,ZNF781,Stim8hr,706.0,18,97,115,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000196381,ENSG00000196381_Stim8hr,ZNF781
245,ENSG00000198576,ARC,Stim8hr,359.0,1,0,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000198576,ENSG00000198576_Stim8hr,ARC
246,ENSG00000213190,MLLT11,Stim8hr,566.0,1,0,1,-1.9734555465299413,False,4.513064346307146,False,1 DE gene,no on-target KD,ENSG00000213190,ENSG00000213190_Stim8hr,MLLT11
247,ENSG00000215883,CYB5RL,Stim8hr,395.0,0,1,1,-5.505811103525641,True,10.933109514744483,False,1 DE gene,on-target KD,ENSG00000215883,ENSG00000215883_Stim8hr,CYB5RL
248,ENSG00000261678,SCRT1,Stim8hr,424.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000261678,ENSG00000261678_Stim8hr,SCRT1
249,ENSG00000291237,SOD2,Stim8hr,424.0,56,17,73,-14.395687713896962,True,66.84860783369614,False,>10 DE genes,on-target KD,ENSG00000291237,ENSG00000291237_Stim8hr,SOD2
250,ENSG00000006062,MAP3K14,Stim8hr,460.0,0,1,1,-7.792237929330304,True,21.466434210205943,False,1 DE gene,on-target KD,ENSG00000006062,ENSG00000006062_Stim8hr,MAP3K14
251,ENSG00000039068,CDH1,Stim8hr,432.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000039068,ENSG00000039068_Stim8hr,CDH1
252,ENSG00000049883,PTCD2,Stim8hr,265.0,36,7,43,-5.687992904008152,True,16.254113175195595,False,>10 DE genes,on-target KD,ENSG00000049883,ENSG00000049883_Stim8hr,PTCD2
253,ENSG00000081721,DUSP12,Stim8hr,135.0,617,355,972,-6.296810662946027,True,47.19519647161109,False,>10 DE genes,on-target KD,ENSG00000081721,ENSG00000081721_Stim8hr,DUSP12
254,ENSG00000085788,DDHD2,Stim8hr,510.0,1,2,3,-12.11865458803013,True,34.86167919194896,False,2-10 DE genes,on-target KD,ENSG00000085788,ENSG00000085788_Stim8hr,DDHD2
255,ENSG00000086015,MAST2,Stim8hr,251.0,6,2,8,-7.223757187831233,True,23.422081099687585,False,2-10 DE genes,on-target KD,ENSG00000086015,ENSG00000086015_Stim8hr,MAST2
256,ENSG00000086848,ALG9,Stim8hr,514.0,2,1,3,-4.996415792007905,True,26.383507499630173,False,2-10 DE genes,on-target KD,ENSG00000086848,ENSG00000086848_Stim8hr,ALG9
257,ENSG00000100124,ANKRD54,Stim8hr,772.0,0,3,3,-13.814255109964284,True,26.04114748369323,True,2-10 DE genes,on-target KD,ENSG00000100124,ENSG00000100124_Stim8hr,ANKRD54
258,ENSG00000105705,SUGP1,Stim8hr,276.0,51,56,107,-6.501480911779658,True,22.2555028627307,False,>10 DE genes,on-target KD,ENSG00000105705,ENSG00000105705_Stim8hr,SUGP1
259,ENSG00000109911,ELP4,Stim8hr,150.0,154,38,192,-4.100952255335577,True,31.07358441572575,False,>10 DE genes,on-target KD,ENSG00000109911,ENSG00000109911_Stim8hr,ELP4
260,ENSG00000112195,TREML2,Stim8hr,389.0,1,0,1,-1.7228968503089328,False,0.9477897622218486,False,1 DE gene,no on-target KD,ENSG00000112195,ENSG00000112195_Stim8hr,TREML2
261,ENSG00000112992,NNT,Stim8hr,380.0,1,4,5,-7.900338142624581,True,19.132568699913083,False,2-10 DE genes,on-target KD,ENSG00000112992,ENSG00000112992_Stim8hr,NNT
262,ENSG00000116761,CTH,Stim8hr,774.0,0,0,0,-2.453887068101441,False,0.9003635350483087,False,no effect,no on-target KD,ENSG00000116761,ENSG00000116761_Stim8hr,CTH
263,ENSG00000117091,CD48,Stim8hr,796.0,15,3,18,-31.035408793526404,True,335.2215384636713,False,>10 DE genes,on-target KD,ENSG00000117091,ENSG00000117091_Stim8hr,CD48
264,ENSG00000123685,BATF3,Stim8hr,1017.0,2,1,3,-14.448089294114638,True,59.35266782680273,False,2-10 DE genes,on-target KD,ENSG00000123685,ENSG00000123685_Stim8hr,BATF3
265,ENSG00000124191,TOX2,Stim8hr,1238.0,0,1,1,-1.4796254789659946,False,0.8115404016515823,False,1 DE gene,no on-target KD,ENSG00000124191,ENSG00000124191_Stim8hr,TOX2
266,ENSG00000125772,GPCPD1,Stim8hr,691.0,2,5,7,-16.92978396702776,True,50.046698842156985,False,2-10 DE genes,on-target KD,ENSG00000125772,ENSG00000125772_Stim8hr,GPCPD1
267,ENSG00000126524,SBDS,Stim8hr,270.0,5,2,7,-7.163716141685933,True,37.55827138130205,False,2-10 DE genes,on-target KD,ENSG00000126524,ENSG00000126524_Stim8hr,SBDS
268,ENSG00000126602,TRAP1,Stim8hr,905.0,0,1,1,-40.80938644206055,True,315.8416158213894,False,1 DE gene,on-target KD,ENSG00000126602,ENSG00000126602_Stim8hr,TRAP1
269,ENSG00000130584,ZBTB46,Stim8hr,605.0,1,0,1,-0.1711218067730102,False,0.9304248871199452,False,1 DE gene,no on-target KD,ENSG00000130584,ENSG00000130584_Stim8hr,ZBTB46
270,ENSG00000131015,ULBP2,Stim8hr,441.0,0,0,0,-0.2717780327604533,False,0.1616327790733988,False,no effect,no on-target KD,ENSG00000131015,ENSG00000131015_Stim8hr,ULBP2
271,ENSG00000131849,ZNF132,Stim8hr,439.0,0,2,2,-4.343950900741391,True,4.485564486166608,False,2-10 DE genes,on-target KD,ENSG00000131849,ENSG00000131849_Stim8hr,ZNF132
272,ENSG00000133247,KMT5C,Stim8hr,484.0,0,1,1,-6.405026158330768,True,9.30285564976728,False,1 DE gene,on-target KD,ENSG00000133247,ENSG00000133247_Stim8hr,KMT5C
273,ENSG00000133657,ATP13A3,Stim8hr,503.0,0,10,10,-25.66030627619889,True,162.32459362829175,False,2-10 DE genes,on-target KD,ENSG00000133657,ENSG00000133657_Stim8hr,ATP13A3
274,ENSG00000134452,FBH1,Stim8hr,724.0,4,2,6,-19.985049867720136,True,67.24515999464587,True,2-10 DE genes,on-target KD,ENSG00000134452,ENSG00000134452_Stim8hr,FBH1
275,ENSG00000134996,OSTF1,Stim8hr,734.0,19,13,32,-11.06929418462495,True,60.396645747202015,True,>10 DE genes,on-target KD,ENSG00000134996,ENSG00000134996_Stim8hr,OSTF1
276,ENSG00000136522,MRPL47,Stim8hr,441.0,5,1,6,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000136522,ENSG00000136522_Stim8hr,MRPL47
