,target_contrast,target_name,condition,n_cells_target,n_up_genes,n_down_genes,n_total_de_genes,ontarget_effect_size,ontarget_significant,baseMean,offtarget_flag,n_total_genes_category,ontarget_effect_category,target_contrast_corrected,obs_names,target_name_corrected
32949,ENSG00000117594,HSD11B1,Rest,396.0,2,0,2,-1.4028761316952485,False,0.830768642260863,False,2-10 DE genes,no on-target KD,ENSG00000117594,ENSG00000117594_Rest,HSD11B1
32950,ENSG00000127616,SMARCA4,Rest,118.0,26,14,40,-9.94252420621148,True,92.04499541904774,False,>10 DE genes,on-target KD,ENSG00000127616,ENSG00000127616_Rest,SMARCA4
32951,ENSG00000131979,GCH1,Rest,351.0,0,1,1,-4.721846895927416,True,9.381404773153925,False,1 DE gene,on-target KD,ENSG00000131979,ENSG00000131979_Rest,GCH1
32952,ENSG00000136731,UGGT1,Rest,669.0,44,8,52,-17.32642133586309,True,61.5838668417957,False,>10 DE genes,on-target KD,ENSG00000136731,ENSG00000136731_Rest,UGGT1
32953,ENSG00000138684,IL21,Rest,452.0,269,133,402,1.008624107637086,False,0.6029065207650764,False,>10 DE genes,no on-target KD,ENSG00000138684,ENSG00000138684_Rest,IL21
32954,ENSG00000139684,ESD,Rest,531.0,1,1,2,-18.88049493168137,True,94.76013354844436,False,2-10 DE genes,on-target KD,ENSG00000139684,ENSG00000139684_Rest,ESD
32955,ENSG00000139793,MBNL2,Rest,405.0,0,0,0,-4.301303328672748,False,15.932563543053066,False,no effect,no on-target KD,ENSG00000139793,ENSG00000139793_Rest,MBNL2
32956,ENSG00000141664,ZCCHC2,Rest,512.0,0,1,1,-7.285016198744352,True,34.440367996115725,False,1 DE gene,on-target KD,ENSG00000141664,ENSG00000141664_Rest,ZCCHC2
32957,ENSG00000149527,PLCH2,Rest,773.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000149527,ENSG00000149527_Rest,PLCH2
32958,ENSG00000160785,SLC25A44,Rest,832.0,0,1,1,-17.51357891591529,True,40.74449831187258,False,1 DE gene,on-target KD,ENSG00000160785,ENSG00000160785_Rest,SLC25A44
32959,ENSG00000162645,GBP2,Rest,297.0,1,2,3,-16.345073789453732,True,135.77071087875518,False,2-10 DE genes,on-target KD,ENSG00000162645,ENSG00000162645_Rest,GBP2
32960,ENSG00000165730,STOX1,Rest,406.0,0,0,0,-2.93028036945334,False,1.899773662295833,False,no effect,no on-target KD,ENSG00000165730,ENSG00000165730_Rest,STOX1
32961,ENSG00000167491,GATAD2A,Rest,693.0,0,1,1,-7.724579532337249,True,78.45311945648551,False,1 DE gene,on-target KD,ENSG00000167491,ENSG00000167491_Rest,GATAD2A
32962,ENSG00000171532,NEUROD2,Rest,3266.0,105,17,122,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000171532,ENSG00000171532_Rest,NEUROD2
32963,ENSG00000173013,CCDC96,Rest,583.0,3,4,7,-1.2949527663557725,False,0.7947544342529459,False,2-10 DE genes,no on-target KD,ENSG00000173013,ENSG00000173013_Rest,CFAP184
32964,ENSG00000175130,MARCKSL1,Rest,854.0,0,1,1,-9.854991212637596,True,19.78234998324056,False,1 DE gene,on-target KD,ENSG00000175130,ENSG00000175130_Rest,MARCKSL1
32965,ENSG00000175471,MCTP1,Rest,425.0,3,0,3,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000175471,ENSG00000175471_Rest,MCTP1
32966,ENSG00000182858,ALG12,Rest,331.0,34,8,42,-9.344988860587463,True,28.45289670949005,True,>10 DE genes,on-target KD,ENSG00000182858,ENSG00000182858_Rest,ALG12
32967,ENSG00000183048,SLC25A10,Rest,296.0,99,49,148,-3.2201038129357205,True,13.11007486439144,False,>10 DE genes,on-target KD,ENSG00000183048,ENSG00000183048_Rest,SLC25A10
32968,ENSG00000183530,PRR14L,Rest,428.0,7,1,8,-13.476693705501454,True,39.73506226975569,False,2-10 DE genes,on-target KD,ENSG00000183530,ENSG00000183530_Rest,PRR14L
32969,ENSG00000184787,UBE2G2,Rest,338.0,121,9,130,-12.319755252228491,True,46.68115236941929,False,>10 DE genes,on-target KD,ENSG00000184787,ENSG00000184787_Rest,UBE2G2
32970,ENSG00000185164,NOMO2,Rest,156.0,21,37,58,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000185164,ENSG00000185164_Rest,NOMO2
32971,ENSG00000185728,YTHDF3,Rest,600.0,0,1,1,-15.257643862345336,True,52.84926250520167,False,1 DE gene,on-target KD,ENSG00000185728,ENSG00000185728_Rest,YTHDF3
32972,ENSG00000185963,BICD2,Rest,888.0,0,1,1,-17.231759320766958,True,36.52700533723113,False,1 DE gene,on-target KD,ENSG00000185963,ENSG00000185963_Rest,BICD2
32973,ENSG00000188033,ZNF490,Rest,487.0,0,2,2,-6.090358044964482,True,9.994574204947044,True,2-10 DE genes,on-target KD,ENSG00000188033,ENSG00000188033_Rest,ZNF490
32974,ENSG00000188647,PTAR1,Rest,545.0,0,1,1,-13.946423457173829,True,53.78807906965579,False,1 DE gene,on-target KD,ENSG00000188647,ENSG00000188647_Rest,PTAR1
32975,ENSG00000188706,ZDHHC9,Rest,649.0,0,0,0,-3.9483831047959246,False,2.485693129673298,False,no effect,no on-target KD,ENSG00000188706,ENSG00000188706_Rest,ZDHHC9
32976,ENSG00000189144,ZNF573,Rest,570.0,0,0,0,-4.37856820597005,False,4.136994420582503,False,no effect,no on-target KD,ENSG00000189144,ENSG00000189144_Rest,ZNF573
32977,ENSG00000196187,TMEM63A,Rest,999.0,2,0,2,-0.4658928095072345,False,116.76395876585686,False,2-10 DE genes,no on-target KD,ENSG00000196187,ENSG00000196187_Rest,TMEM63A
32978,ENSG00000197045,GMFB,Rest,1048.0,0,3,3,-20.78570432893516,True,48.06399524622552,False,2-10 DE genes,on-target KD,ENSG00000197045,ENSG00000197045_Rest,GMFB
32979,ENSG00000197223,C1D,Rest,263.0,396,159,555,-8.290208586767603,True,34.85633516453294,False,>10 DE genes,on-target KD,ENSG00000197223,ENSG00000197223_Rest,C1D
32980,ENSG00000197965,MPZL1,Rest,230.0,1,4,5,-5.306036333506701,True,12.354885721150271,False,2-10 DE genes,on-target KD,ENSG00000197965,ENSG00000197965_Rest,MPZL1
32981,ENSG00000198276,UCKL1,Rest,645.0,1,4,5,-15.41144135251882,True,43.60210498332823,False,2-10 DE genes,on-target KD,ENSG00000198276,ENSG00000198276_Rest,UCKL1
32982,ENSG00000198492,YTHDF2,Rest,629.0,619,283,902,-26.707982717614687,True,110.8857146691635,False,>10 DE genes,on-target KD,ENSG00000198492,ENSG00000198492_Rest,YTHDF2
32983,ENSG00000213920,MDP1,Rest,241.0,3,2,5,-6.875595876828455,True,23.441561050005973,True,2-10 DE genes,on-target KD,ENSG00000213920,ENSG00000213920_Rest,MDP1
32984,ENSG00000235863,B3GALT4,Rest,508.0,0,1,1,-6.297987268325347,True,10.687899127260462,False,1 DE gene,on-target KD,ENSG00000235863,ENSG00000235863_Rest,B3GALT4
32985,ENSG00000272325,NUDT3,Rest,608.0,1,3,4,-13.059551486691497,True,37.41567801350177,False,2-10 DE genes,on-target KD,ENSG00000272325,ENSG00000272325_Rest,NUDT3
32986,ENSG00000008517,IL32,Stim48hr,665.0,0,1,1,-16.350602191313087,True,3552.1381277567866,False,1 DE gene,on-target KD,ENSG00000008517,ENSG00000008517_Stim48hr,IL32
32987,ENSG00000101193,GID8,Stim48hr,402.0,10,3,13,-14.743932409197615,True,97.5164665622557,False,>10 DE genes,on-target KD,ENSG00000101193,ENSG00000101193_Stim48hr,GID8
32988,ENSG00000102053,ZC3H12B,Stim48hr,1027.0,0,0,0,-0.7613665808015421,False,0.7946098865332203,False,no effect,no on-target KD,ENSG00000102053,ENSG00000102053_Stim48hr,ZC3H12B
32989,ENSG00000103024,NME3,Stim48hr,277.0,3,2,5,-10.894717568427131,True,48.84363787990609,False,2-10 DE genes,on-target KD,ENSG00000103024,ENSG00000103024_Stim48hr,NME3
32990,ENSG00000104218,CSPP1,Stim48hr,1022.0,0,2,2,-9.030301008188705,True,8.948315057960393,True,2-10 DE genes,on-target KD,ENSG00000104218,ENSG00000104218_Stim48hr,CSPP1
32991,ENSG00000105127,AKAP8,Stim48hr,874.0,0,0,0,-4.081444269442257,False,27.19089255208091,False,no effect,no on-target KD,ENSG00000105127,ENSG00000105127_Stim48hr,AKAP8
32992,ENSG00000110200,ANAPC15,Stim48hr,521.0,0,3,3,-11.192180590256967,True,92.55707923177036,False,2-10 DE genes,on-target KD,ENSG00000110200,ENSG00000110200_Stim48hr,ANAPC15
32993,ENSG00000112312,GMNN,Stim48hr,619.0,0,1,1,-9.77733650398144,True,218.7925622543003,False,1 DE gene,on-target KD,ENSG00000112312,ENSG00000112312_Stim48hr,GMNN
32994,ENSG00000113387,SUB1,Stim48hr,376.0,1,3,4,-7.120206413494893,True,198.9417434922091,False,2-10 DE genes,on-target KD,ENSG00000113387,ENSG00000113387_Stim48hr,SUB1
32995,ENSG00000114062,UBE3A,Stim48hr,570.0,1,3,4,-28.165323847005663,True,150.87549185243893,False,2-10 DE genes,on-target KD,ENSG00000114062,ENSG00000114062_Stim48hr,UBE3A
32996,ENSG00000116106,EPHA4,Stim48hr,2059.0,1,0,1,-2.656184210255879,False,0.6314547271025043,False,1 DE gene,no on-target KD,ENSG00000116106,ENSG00000116106_Stim48hr,EPHA4
32997,ENSG00000116793,PHTF1,Stim48hr,932.0,0,2,2,-13.649557698945433,True,28.516938453744253,False,2-10 DE genes,on-target KD,ENSG00000116793,ENSG00000116793_Stim48hr,PHTF1
32998,ENSG00000117859,OSBPL9,Stim48hr,1036.0,2,0,2,-0.5977591454009963,False,81.01341203046982,False,2-10 DE genes,no on-target KD,ENSG00000117859,ENSG00000117859_Stim48hr,OSBPL9
32999,ENSG00000129245,FXR2,Stim48hr,275.0,3,1,4,-2.8559065550867926,False,52.82026409119332,False,2-10 DE genes,no on-target KD,ENSG00000129245,ENSG00000129245_Stim48hr,FXR2
33000,ENSG00000130643,CALY,Stim48hr,464.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000130643,ENSG00000130643_Stim48hr,CALY
33001,ENSG00000132819,RBM38,Stim48hr,718.0,0,2,2,-15.13779533133712,True,55.11026401618603,False,2-10 DE genes,on-target KD,ENSG00000132819,ENSG00000132819_Stim48hr,RBM38
33002,ENSG00000133112,TPT1,Stim48hr,158.0,101,102,203,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000133112,ENSG00000133112_Stim48hr,TPT1
33003,ENSG00000133657,ATP13A3,Stim48hr,609.0,11,26,37,-22.47248876139248,True,101.7078295545164,False,>10 DE genes,on-target KD,ENSG00000133657,ENSG00000133657_Stim48hr,ATP13A3
33004,ENSG00000133731,IMPA1,Stim48hr,355.0,1,1,2,-16.459740045410562,True,88.9653377912524,False,2-10 DE genes,on-target KD,ENSG00000133731,ENSG00000133731_Stim48hr,IMPA1
33005,ENSG00000133985,TTC9,Stim48hr,532.0,2,3,5,-10.455533732135446,True,34.07273106146614,False,2-10 DE genes,on-target KD,ENSG00000133985,ENSG00000133985_Stim48hr,TTC9
33006,ENSG00000135144,DTX1,Stim48hr,1020.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000135144,ENSG00000135144_Stim48hr,DTX1
33007,ENSG00000136826,KLF4,Stim48hr,253.0,3,4,7,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000136826,ENSG00000136826_Stim48hr,KLF4
33008,ENSG00000138074,SLC5A6,Stim48hr,481.0,33,1,34,-2.5432045682808786,False,29.125063650494408,True,>10 DE genes,putative off-target,ENSG00000138074,ENSG00000138074_Stim48hr,SLC5A6
33009,ENSG00000143842,SOX13,Stim48hr,616.0,1,8,9,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000143842,ENSG00000143842_Stim48hr,SOX13
33010,ENSG00000145214,DGKQ,Stim48hr,1261.0,1,1,2,-8.564117659474599,True,8.13516088028165,False,2-10 DE genes,on-target KD,ENSG00000145214,ENSG00000145214_Stim48hr,DGKQ
33011,ENSG00000147118,ZNF182,Stim48hr,650.0,1,1,2,-11.402250913555015,True,20.47527101353488,False,2-10 DE genes,on-target KD,ENSG00000147118,ENSG00000147118_Stim48hr,ZNF182
33012,ENSG00000148719,DNAJB12,Stim48hr,612.0,0,1,1,-13.041296116854744,True,31.858413765201377,False,1 DE gene,on-target KD,ENSG00000148719,ENSG00000148719_Stim48hr,DNAJB12
33013,ENSG00000149212,SESN3,Stim48hr,865.0,0,1,1,-6.58713878850997,True,9.21685762624846,False,1 DE gene,on-target KD,ENSG00000149212,ENSG00000149212_Stim48hr,SESN3
33014,ENSG00000160685,ZBTB7B,Stim48hr,1627.0,1,1,2,-10.670250518011228,True,165.90271770982176,False,2-10 DE genes,on-target KD,ENSG00000160685,ENSG00000160685_Stim48hr,ZBTB7B
33015,ENSG00000164265,SCGB3A2,Stim48hr,516.0,4,0,4,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000164265,ENSG00000164265_Stim48hr,SCGB3A2
33016,ENSG00000165140,FBP1,Stim48hr,415.0,4,0,4,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000165140,ENSG00000165140_Stim48hr,FBP1
33017,ENSG00000167625,ZNF526,Stim48hr,350.0,7,12,19,-6.496468558714343,True,26.014411590624352,False,>10 DE genes,on-target KD,ENSG00000167625,ENSG00000167625_Stim48hr,ZNF526
33018,ENSG00000169083,AR,Stim48hr,649.0,0,3,3,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000169083,ENSG00000169083_Stim48hr,AR
33019,ENSG00000170122,FOXD4,Stim48hr,1265.0,4,4,8,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000170122,ENSG00000170122_Stim48hr,FOXD4
33020,ENSG00000173013,CCDC96,Stim48hr,590.0,3,1,4,-0.9984224772270964,False,0.326872480585441,False,2-10 DE genes,no on-target KD,ENSG00000173013,ENSG00000173013_Stim48hr,CFAP184
33021,ENSG00000173214,MFSD4B,Stim48hr,985.0,2,29,31,-10.875403905811323,True,12.500636670405765,False,>10 DE genes,on-target KD,ENSG00000173214,ENSG00000173214_Stim48hr,MFSD4B
33022,ENSG00000174238,PITPNA,Stim48hr,462.0,0,2,2,-15.332261575386678,True,61.61678249411164,False,2-10 DE genes,on-target KD,ENSG00000174238,ENSG00000174238_Stim48hr,PITPNA
33023,ENSG00000174944,P2RY14,Stim48hr,420.0,1,0,1,-3.1488043453521204,False,3.269765502737793,False,1 DE gene,no on-target KD,ENSG00000174944,ENSG00000174944_Stim48hr,P2RY14
33024,ENSG00000180543,TSPYL5,Stim48hr,204.0,1088,506,1594,-1.2412907553249228,False,1.5045112565283487,False,>10 DE genes,no on-target KD,ENSG00000180543,ENSG00000180543_Stim48hr,TSPYL5
33025,ENSG00000182247,UBE2E2,Stim48hr,312.0,111,17,128,-3.657784636895295,True,6.534795905568633,False,>10 DE genes,on-target KD,ENSG00000182247,ENSG00000182247_Stim48hr,UBE2E2
33026,ENSG00000184058,TBX1,Stim48hr,196.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000184058,ENSG00000184058_Stim48hr,TBX1
33027,ENSG00000186635,ARAP1,Stim48hr,386.0,0,2,2,-13.203368842100597,True,111.00300908163628,False,2-10 DE genes,on-target KD,ENSG00000186635,ENSG00000186635_Stim48hr,ARAP1
33028,ENSG00000187189,TSPYL4,Stim48hr,480.0,0,1,1,-7.849425076658142,True,15.04500948013028,False,1 DE gene,on-target KD,ENSG00000187189,ENSG00000187189_Stim48hr,TSPYL4
33029,ENSG00000197568,HHLA3,Stim48hr,1557.0,0,2,2,-10.531497433822675,True,8.936931357623674,True,2-10 DE genes,on-target KD,ENSG00000197568,ENSG00000197568_Stim48hr,ANKRD13C-DT
33030,ENSG00000213648,SULT1A4,Stim48hr,532.0,0,1,1,0.0,False,,False,1 DE gene,no on-target KD,ENSG00000213648,ENSG00000213648_Stim48hr,SULT1A4
33031,ENSG00000214114,MYCBP,Stim48hr,255.0,1,1,2,-17.51486270403341,True,156.00742031477742,False,2-10 DE genes,on-target KD,ENSG00000214114,ENSG00000214114_Stim48hr,MYCBP
33032,ENSG00000234444,ZNF736,Stim48hr,607.0,6,3,9,-7.075764400232023,True,10.967242411760273,False,2-10 DE genes,on-target KD,ENSG00000234444,ENSG00000234444_Stim48hr,ZNF736
33033,ENSG00000243725,TTC4,Stim48hr,94.0,238,79,317,0.8101060176875357,False,26.319026461182027,False,>10 DE genes,no on-target KD,ENSG00000243725,ENSG00000243725_Stim48hr,TTC4
33034,ENSG00000276644,DACH1,Stim48hr,741.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000276644,ENSG00000276644_Stim48hr,DACH1
33035,ENSG00000277075,HIST1H2AE,Stim48hr,991.0,0,1,1,-3.7305234508147143,False,1.729470564864445,True,1 DE gene,putative off-target,ENSG00000277075,ENSG00000277075_Stim48hr,H2AC8
33036,ENSG00000005884,ITGA3,Stim8hr,1522.0,2,3,5,-8.504737446746356,True,6.197040225645484,False,2-10 DE genes,on-target KD,ENSG00000005884,ENSG00000005884_Stim8hr,ITGA3
33037,ENSG00000064218,DMRT3,Stim8hr,328.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000064218,ENSG00000064218_Stim8hr,DMRT3
33038,ENSG00000064490,RFXANK,Stim8hr,526.0,36,6,42,-17.812880142922772,True,63.17978284369505,False,>10 DE genes,on-target KD,ENSG00000064490,ENSG00000064490_Stim8hr,RFXANK
33039,ENSG00000066651,TRMT11,Stim8hr,585.0,0,1,1,-8.040039234616092,True,13.969325846415815,False,1 DE gene,on-target KD,ENSG00000066651,ENSG00000066651_Stim8hr,TRMT11
33040,ENSG00000077097,TOP2B,Stim8hr,686.0,3,1,4,-13.704114698276667,True,30.851887058534185,False,2-10 DE genes,on-target KD,ENSG00000077097,ENSG00000077097_Stim8hr,TOP2B
33041,ENSG00000078699,CBFA2T2,Stim8hr,268.0,0,2,2,-7.419189214481845,True,20.308709848610302,False,2-10 DE genes,on-target KD,ENSG00000078699,ENSG00000078699_Stim8hr,CBFA2T2
33042,ENSG00000087269,NOP14,Stim8hr,56.0,13,3,16,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000087269,ENSG00000087269_Stim8hr,NOP14
33043,ENSG00000100219,XBP1,Stim8hr,884.0,36,202,238,-21.359689012211213,True,93.22264029514112,False,>10 DE genes,on-target KD,ENSG00000100219,ENSG00000100219_Stim8hr,XBP1
33044,ENSG00000100625,SIX4,Stim8hr,427.0,0,0,0,-1.0261907781187167,False,0.4980007824592663,False,no effect,no on-target KD,ENSG00000100625,ENSG00000100625_Stim8hr,SIX4
33045,ENSG00000101236,RNF24,Stim8hr,820.0,0,1,1,-9.15443454096402,True,12.35176158636055,False,1 DE gene,on-target KD,ENSG00000101236,ENSG00000101236_Stim8hr,RNF24
33046,ENSG00000101460,MAP1LC3A,Stim8hr,932.0,0,1,1,-4.665470671656522,True,10.749196683809576,False,1 DE gene,on-target KD,ENSG00000101460,ENSG00000101460_Stim8hr,MAP1LC3A
33047,ENSG00000116062,MSH6,Stim8hr,649.0,2,1,3,-23.56143277379848,True,136.90930569693523,False,2-10 DE genes,on-target KD,ENSG00000116062,ENSG00000116062_Stim8hr,MSH6
33048,ENSG00000117151,CTBS,Stim8hr,577.0,0,2,2,-13.624220684081452,True,34.649233673507254,False,2-10 DE genes,on-target KD,ENSG00000117151,ENSG00000117151_Stim8hr,CTBS
33049,ENSG00000120798,NR2C1,Stim8hr,286.0,0,2,2,-6.438731112045053,True,14.217404701885789,False,2-10 DE genes,on-target KD,ENSG00000120798,ENSG00000120798_Stim8hr,NR2C1
33050,ENSG00000124256,ZBP1,Stim8hr,1160.0,1,4,5,-0.818241381610868,False,0.3269035219820252,False,2-10 DE genes,no on-target KD,ENSG00000124256,ENSG00000124256_Stim8hr,ZBP1
33051,ENSG00000124782,RREB1,Stim8hr,791.0,55,22,77,-8.26100476184279,True,17.501833973281578,False,>10 DE genes,on-target KD,ENSG00000124782,ENSG00000124782_Stim8hr,RREB1
33052,ENSG00000126822,PLEKHG3,Stim8hr,439.0,0,0,0,-4.408751758103732,False,5.986738182626996,False,no effect,no on-target KD,ENSG00000126822,ENSG00000126822_Stim8hr,PLEKHG3
33053,ENSG00000127774,EMC6,Stim8hr,328.0,38,9,47,-12.070750586947664,True,94.10219102037932,True,>10 DE genes,on-target KD,ENSG00000127774,ENSG00000127774_Stim8hr,EMC6
33054,ENSG00000127884,ECHS1,Stim8hr,947.0,260,103,363,-27.586209466761687,True,94.00051271371626,True,>10 DE genes,on-target KD,ENSG00000127884,ENSG00000127884_Stim8hr,ECHS1
33055,ENSG00000128908,INO80,Stim8hr,183.0,204,128,332,-6.884686606086688,True,50.17169403734974,False,>10 DE genes,on-target KD,ENSG00000128908,ENSG00000128908_Stim8hr,INO80
33056,ENSG00000133243,BTBD2,Stim8hr,690.0,71,22,93,-3.005475698353839,False,28.40538998580008,False,>10 DE genes,no on-target KD,ENSG00000133243,ENSG00000133243_Stim8hr,BTBD2
33057,ENSG00000133265,HSPBP1,Stim8hr,401.0,1,3,4,-13.586259696581656,True,78.58187781803761,False,2-10 DE genes,on-target KD,ENSG00000133265,ENSG00000133265_Stim8hr,HSPBP1
33058,ENSG00000134864,GGACT,Stim8hr,285.0,1,0,1,-1.9801809016499543,False,4.102027879582073,False,1 DE gene,no on-target KD,ENSG00000134864,ENSG00000134864_Stim8hr,GGACT
33059,ENSG00000135446,CDK4,Stim8hr,530.0,0,3,3,-30.583403206677083,True,222.22330318689248,True,2-10 DE genes,on-target KD,ENSG00000135446,ENSG00000135446_Stim8hr,CDK4
33060,ENSG00000138780,GSTCD,Stim8hr,669.0,100,33,133,-13.381050870535873,True,39.17660132223874,True,>10 DE genes,on-target KD,ENSG00000138780,ENSG00000138780_Stim8hr,GSTCD
33061,ENSG00000138835,RGS3,Stim8hr,485.0,4,1,5,-2.46827099083609,False,63.51663196222681,False,2-10 DE genes,no on-target KD,ENSG00000138835,ENSG00000138835_Stim8hr,RGS3
33062,ENSG00000139211,AMIGO2,Stim8hr,476.0,6,3,9,-5.957355873140747,True,30.56761272067048,False,2-10 DE genes,on-target KD,ENSG00000139211,ENSG00000139211_Stim8hr,AMIGO2
33063,ENSG00000140374,ETFA,Stim8hr,669.0,0,1,1,-30.015783840163767,True,167.10405545705535,False,1 DE gene,on-target KD,ENSG00000140374,ENSG00000140374_Stim8hr,ETFA
33064,ENSG00000143951,WDPCP,Stim8hr,1000.0,1,3,4,-6.7573626433118,True,5.504260911059039,True,2-10 DE genes,on-target KD,ENSG00000143951,ENSG00000143951_Stim8hr,WDPCP
33065,ENSG00000144021,CIAO1,Stim8hr,250.0,3,4,7,-10.362637586433634,True,124.0519742870648,False,2-10 DE genes,on-target KD,ENSG00000144021,ENSG00000144021_Stim8hr,CIAO1
33066,ENSG00000146070,PLA2G7,Stim8hr,545.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000146070,ENSG00000146070_Stim8hr,PLA2G7
33067,ENSG00000154710,RABGEF1,Stim8hr,308.0,10,3,13,-10.32311029755193,True,39.85361093005178,False,>10 DE genes,on-target KD,ENSG00000154710,ENSG00000154710_Stim8hr,RABGEF1
33068,ENSG00000155974,GRIP1,Stim8hr,812.0,2,0,2,0.0,False,,False,2-10 DE genes,no on-target KD,ENSG00000155974,ENSG00000155974_Stim8hr,GRIP1
33069,ENSG00000162654,GBP4,Stim8hr,999.0,0,1,1,-18.67671689525552,True,136.61828102709157,False,1 DE gene,on-target KD,ENSG00000162654,ENSG00000162654_Stim8hr,GBP4
33070,ENSG00000169220,RGS14,Stim8hr,1054.0,1,1,2,-13.228383931176234,True,22.05529347113185,False,2-10 DE genes,on-target KD,ENSG00000169220,ENSG00000169220_Stim8hr,RGS14
33071,ENSG00000171596,NMUR1,Stim8hr,618.0,6,8,14,0.0,False,,False,>10 DE genes,no on-target KD,ENSG00000171596,ENSG00000171596_Stim8hr,NMUR1
33072,ENSG00000174327,SLC16A13,Stim8hr,365.0,0,2,2,-5.628999442994929,True,9.951796716393048,False,2-10 DE genes,on-target KD,ENSG00000174327,ENSG00000174327_Stim8hr,SLC16A13
33073,ENSG00000177455,CD19,Stim8hr,616.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000177455,ENSG00000177455_Stim8hr,CD19
33074,ENSG00000178605,GTPBP6,Stim8hr,785.0,1,3,4,-4.756248911779234,True,169.8826859904403,False,2-10 DE genes,on-target KD,ENSG00000178605,ENSG00000178605_Stim8hr,GTPBP6
33075,ENSG00000182872,RBM10,Stim8hr,554.0,316,194,510,-19.26695741660417,True,74.56249075577554,True,>10 DE genes,on-target KD,ENSG00000182872,ENSG00000182872_Stim8hr,RBM10
33076,ENSG00000183019,MCEMP1,Stim8hr,468.0,0,0,0,0.0,False,,False,no effect,no on-target KD,ENSG00000183019,ENSG00000183019_Stim8hr,MCEMP1
33077,ENSG00000196576,PLXNB2,Stim8hr,638.0,0,0,0,-3.7356463974263248,False,4.154859329800009,False,no effect,no on-target KD,ENSG00000196576,ENSG00000196576_Stim8hr,PLXNB2
33078,ENSG00000198836,OPA1,Stim8hr,201.0,11,3,14,-14.354661002741535,True,122.5175426775862,False,>10 DE genes,on-target KD,ENSG00000198836,ENSG00000198836_Stim8hr,OPA1
33079,ENSG00000205133,TRIQK,Stim8hr,267.0,2,0,2,-0.2905363353362643,False,0.4597007343502938,False,2-10 DE genes,no on-target KD,ENSG00000205133,ENSG00000205133_Stim8hr,TRIQK
33080,ENSG00000205423,CNEP1R1,Stim8hr,396.0,13,2,15,-13.898227961010596,True,47.4110821677235,False,>10 DE genes,on-target KD,ENSG00000205423,ENSG00000205423_Stim8hr,CNEP1R1
33081,ENSG00000213658,LAT,Stim8hr,469.0,3734,1802,5536,-17.262825348106805,True,276.4419176203508,False,>10 DE genes,on-target KD,ENSG00000213658,ENSG00000213658_Stim8hr,LAT
33082,ENSG00000213672,NCKIPSD,Stim8hr,136.0,2,1,3,-5.387039658586866,True,27.70722442295622,False,2-10 DE genes,on-target KD,ENSG00000213672,ENSG00000213672_Stim8hr,NCKIPSD
