,target,correlation_signif,correlation_signif_pval,correlation_all,correlation_all_pval,n_signif_union,frac_sign_agreement_signif_union,n_signif_1,n_signif_2,guide_id_1,guide_id_2,culture_condition,n_signif_ontarget
14712,DPYSL4,,,0.031230843679266138,0.000801695357008094,1,1.0,0,1,DPYSL4-1,DPYSL4-2,Stim8hr,2
14713,DR1,0.4805530979072562,0.0009613724847429281,0.21126364376998905,2.3314777847714232e-116,44,0.8863636363636364,33,16,DR1-1,DR1-2,Stim8hr,2
14714,DRAM1,0.9054223577857825,0.0945776422142175,0.05791625121512632,4.964221019080541e-10,4,0.5,4,0,DRAM1-1,DRAM1-2,Stim8hr,2
14715,DRAM2,0.006111344863791036,0.9814281814610724,0.09464673211841844,2.450026269535868e-24,17,0.6470588235294118,4,15,DRAM2-1,DRAM2-2,Stim8hr,2
14716,DRAP1,-0.014970338404177488,0.8755107740480091,-0.0005489447190252378,0.9530258434681331,112,0.4107142857142857,73,41,DRAP1-1,DRAP1-2,Stim8hr,2
14717,DRC3,0.999948752566263,0.0064451501117915744,0.04684240552711835,4.919318855892135e-07,3,0.6666666666666666,1,2,DRC3-1,DRC3-2,Stim8hr,0
14718,DNAL4,0.8538862321774607,0.06555646426912322,0.07567971270505774,4.1921924083691794e-16,5,0.4,1,4,DNAL4-1,DNAL4-2,Stim8hr,2
14719,DNAJC30,0.6923005280981838,0.1274521137462978,0.06713622967398682,5.491494836058882e-13,6,0.5,4,3,DNAJC30-1,DNAJC30-2,Stim8hr,2
14720,DIP2A,0.9757919492580936,0.02420805074190646,0.08297651182630068,4.678977368759822e-19,4,0.75,1,3,DIP2A-1,DIP2A-2,Stim8hr,2
14721,DMGDH,0.8138379191833202,0.18616208081667995,0.11873677745069676,1.939743444084445e-37,4,1.0,0,4,DMGDH-1,DMGDH-2,Stim8hr,0
14722,DLX4,1.0,1.0,0.11535409493022004,2.031509440143584e-35,2,1.0,2,0,DLX4-1,DLX4-2,Stim8hr,0
14723,DLX5,0.5359593533445707,0.11029251878756263,0.07434941046190313,1.35469003155265e-15,10,0.9,9,1,DLX5-1,DLX5-2,Stim8hr,0
14724,DLX6,,,-0.0002570902827986384,0.9779904054809853,0,,0,0,DLX6-1,DLX6-2,Stim8hr,0
14725,DMAC1,-0.07187301070109264,0.750600572270687,0.14475311022138193,5.6821703029699814e-55,22,0.5,10,12,DMAC1-1,DMAC1-2,Stim8hr,2
14726,DMBT1,,,0.1066084150575037,1.8053169699192715e-30,0,,0,0,DMBT1-1,DMBT1-2,Stim8hr,0
14727,DMC1,,,0.028072646104335932,0.0025861262138454806,1,1.0,1,0,DMC1-1,DMC1-2,Stim8hr,2
14728,DMD,1.0,1.0,0.10922941828193324,6.528717006094342e-32,2,0.5,1,1,DMD-1,DMD-2,Stim8hr,1
14729,DMPK,,,-0.057579076401232804,6.25138743319793e-10,1,1.0,0,1,DMPK-1,DMPK-2,Stim8hr,0
14730,DNAJC27,,,0.033460262776330796,0.0003286081268026902,1,1.0,0,1,DNAJC27-1,DNAJC27-2,Stim8hr,2
14731,DMRT1,,,0.09534137312779983,1.1298640289992437e-24,1,1.0,0,1,DMRT1-1,DMRT1-2,Stim8hr,0
14732,DMRT2,,,0.17385737606242765,7.548054602080054e-79,0,,0,0,DMRT2-1,DMRT2-2,Stim8hr,2
14733,DMRTA1,0.7012160673274216,0.5052816571261923,0.09515380499087389,1.3932681961823166e-24,3,0.3333333333333333,0,3,DMRTA1-1,DMRTA1-2,Stim8hr,0
14734,DMRTA2,-0.05843433530210764,0.7427122275193517,0.10121388014970259,1.2968449779992497e-27,34,0.5294117647058824,33,1,DMRTA2-1,DMRTA2-2,Stim8hr,0
14735,DMRTB1,0.0347919412820306,0.9478331455371992,0.1232303078572272,3.2542679778942346e-40,6,0.3333333333333333,3,3,DMRTB1-1,DMRTB1-2,Stim8hr,0
14736,DMTF1,1.0,1.0,0.056209371752281315,1.573786356928754e-09,2,1.0,1,2,DMTF1-1,DMTF1-2,Stim8hr,2
14737,DMTN,1.0,1.0,0.18493003023111187,3.854840116878457e-89,2,1.0,0,2,DMTN-1,DMTN-2,Stim8hr,2
14738,DLX3,,,0.04992658977398923,8.277147450935869e-08,1,1.0,1,0,DLX3-1,DLX3-2,Stim8hr,0
14739,DLX2,-0.16372627966588116,0.673820790918068,0.06132752677589028,4.479696676689313e-11,9,0.5555555555555556,0,9,DLX2-1,DLX2-2,Stim8hr,1
14740,DLX1,,,0.12390358047712799,1.223430378192214e-40,1,1.0,0,1,DLX1-1,DLX1-2,Stim8hr,0
14741,DLL1,,,0.09756303933130311,9.1501170566063e-26,0,,0,0,DLL1-1,DLL1-2,Stim8hr,0
14742,DIP2B,-1.0,1.0,0.0812933308693276,2.3711355696144265e-18,2,0.5,1,1,DIP2B-1,DIP2B-2,Stim8hr,2
14743,DIP2C,0.614704474785609,0.14186135511421905,0.03616230210815472,0.00010366183628759195,7,0.7142857142857143,2,5,DIP2C-1,DIP2C-2,Stim8hr,1
14744,DIS3L,0.2264456544301439,0.017367234468395595,0.03997569231364861,1.7745519120969254e-05,110,0.6727272727272727,23,91,DIS3L-1,DIS3L-2,Stim8hr,2
14745,DIS3L2,-0.07042837343359092,0.15209046734207238,-0.008393353356546316,0.36774300266937454,415,0.4939759036144578,411,5,DIS3L2-1,DIS3L2-2,Stim8hr,2
14746,DISC1,-0.6289834262554765,0.37101657374452346,0.0738467804090574,2.0989256930453087e-15,4,0.25,4,0,DISC1-1,DISC1-2,Stim8hr,1
14747,DIXDC1,,,0.16427061375259666,1.766366831749736e-70,1,1.0,0,1,DIXDC1-1,DIXDC1-2,Stim8hr,2
14748,DKK3,,,0.07639653474760488,2.2094011355142591e-16,1,0.0,1,0,DKK3-1,DKK3-2,Stim8hr,0
14749,DLAT,,,0.013970220981743494,0.13381612005962698,1,1.0,1,1,DLAT-1,DLAT-2,Stim8hr,2
14750,DLEC1,1.0,1.0,0.041557306680223206,8.140535203146946e-06,2,0.5,2,0,DLEC1-1,DLEC1-2,Stim8hr,0
14751,DLG1,,,0.08513630236082122,5.556800235080023e-20,1,1.0,1,1,DLG1-1,DLG1-2,Stim8hr,2
14752,DLG3,,,0.06294264158198756,1.369499369152872e-11,1,1.0,0,1,DLG3-1,DLG3-2,Stim8hr,2
14753,DLG4,0.1618815225650038,0.41051288985363027,0.04290926108952023,4.0905603429563804e-06,28,0.6785714285714286,28,0,DLG4-1,DLG4-2,Stim8hr,1
14754,DLGAP4,,,-0.0569888025281867,9.330589008525268e-10,1,1.0,1,0,DLGAP4-1,DLGAP4-2,Stim8hr,2
14755,DLGAP5,,,0.09243333587779715,2.778925055858005e-23,1,1.0,1,1,DLGAP5-1,DLGAP5-2,Stim8hr,2
14756,DLK2,,,0.11549983799026141,1.6672681054196313e-35,0,,0,0,DLK2-1,DLK2-2,Stim8hr,1
14757,DMWD,0.6859616193929994,0.20100654032389553,0.07578336847807117,3.8227557004357538e-16,5,0.6,5,0,DMWD-1,DMWD-2,Stim8hr,2
14758,DMXL1,0.5557776492936287,0.19517780951189717,0.19789214970806876,4.7361704403694405e-102,7,0.5714285714285714,7,1,DMXL1-1,DMXL1-2,Stim8hr,2
14759,DNAAF2,0.6032272269606873,5.681188197463569e-06,0.22910174102034164,4.857581560312003e-137,48,0.6875,35,16,DNAAF2-1,DNAAF2-2,Stim8hr,2
14760,DNAJB14,0.9768828862678947,0.1371519953870525,0.06581123826883879,1.5505828398166401e-12,3,1.0,2,2,DNAJB14-1,DNAJB14-2,Stim8hr,2
14761,DNAJC3,0.44713904623276457,0.022007780131601564,0.14980571500321122,8.619256592466704e-59,26,0.6923076923076923,25,2,DNAJC3-1,DNAJC3-2,Stim8hr,2
14762,DNAJC4,,,0.044291428735226485,1.981912856792505e-06,1,0.0,1,0,DNAJC4-1,DNAJC4-2,Stim8hr,2
14763,DNAJC5,0.49163800530359614,0.6727966680099557,0.012645604255736504,0.17476284146237772,3,0.3333333333333333,2,2,DNAJC5-1,DNAJC5-2,Stim8hr,2
14764,DNAJC8,0.6501850138717836,1.0656698413730476e-54,0.2896994524327856,1.6057950674206412e-221,444,0.8783783783783784,46,427,DNAJC8-1,DNAJC8-2,Stim8hr,2
14765,DNAJC10,0.661991796492478,0.5394227111197049,0.10154842991555159,8.711362601710809e-28,3,0.6666666666666666,3,1,DNAJC10-1,DNAJC10-2,Stim8hr,2
14766,DNAJC12,,,0.16267955978940796,3.8711105854603533e-69,0,,0,0,DNAJC12-1,DNAJC12-2,Stim8hr,2
14767,DNAJC13,1.0,1.0,0.024563396073121507,0.008381483225160984,2,1.0,2,1,DNAJC13-1,DNAJC13-2,Stim8hr,2
14768,DNAJC14,0.45164737929507537,0.12131161800957682,-0.038918923145072185,2.9410430884494153e-05,13,0.5384615384615384,11,2,DNAJC14-1,DNAJC14-2,Stim8hr,2
14769,DNAJC15,0.8639164026314311,0.136083597368569,0.08389020309690676,1.9123642806206832e-19,4,0.5,4,1,DNAJC15-1,DNAJC15-2,Stim8hr,2
14770,DNAJC16,0.9019791736653283,0.0980208263346718,0.02212957915030215,0.0175478783392755,4,0.75,0,4,DNAJC16-1,DNAJC16-2,Stim8hr,2
14771,DNAJC18,,,0.04396434835107664,2.3571777633219864e-06,1,1.0,1,0,DNAJC18-1,DNAJC18-2,Stim8hr,2
14772,DNAJC19,1.0,1.0,0.10497088965494915,1.3784139639313433e-29,2,1.0,1,2,DNAJC19-1,DNAJC19-2,Stim8hr,2
14773,DNAJC21,0.5652650309723469,0.11272049153134013,3.796381015105932e-05,0.9967495008763774,9,0.6666666666666666,9,1,DNAJC21-1,DNAJC21-2,Stim8hr,2
14774,DNAJC24,0.6683287224859852,5.430996210679591e-05,0.14393666126980723,2.2850788058871295e-54,30,0.8,21,13,DNAJC24-1,DNAJC24-2,Stim8hr,2
14775,DNAJC25-GNG10,-0.26495558359771487,0.6118667591748028,-0.013285185308425637,0.15395492681532863,6,0.5,0,6,DNAJC25-GNG10-1,DNAJC25-GNG10-2,Stim8hr,0
14776,DNAJC1,0.9784243385317135,0.02157566146828649,0.016056074703654135,0.08487166885927101,4,0.75,0,4,DNAJC1-1,DNAJC1-2,Stim8hr,2
14777,DNAJB13,,,0.07254826699220793,6.41796767582728e-15,0,,0,0,DNAJB13-1,DNAJB13-2,Stim8hr,0
14778,DNAAF5,1.0,1.0,0.10587034261671556,4.5307413159955255e-30,2,1.0,2,2,DNAAF5-1,DNAAF5-2,Stim8hr,2
14779,DNAJB12,,,0.10820745722981345,2.4053452727502726e-31,1,1.0,1,1,DNAJB12-1,DNAJB12-2,Stim8hr,2
14780,DNAH1,,,0.16035597131858637,3.321463192172709e-67,0,,0,0,DNAH1-1,DNAH1-2,Stim8hr,0
14781,DNAH3,-0.26055701908845535,4.341094327677308e-13,-0.05182819747035737,2.6149222544603717e-08,749,0.30574098798397864,749,0,DNAH3-1,DNAH3-2,Stim8hr,0
14782,DNAH6,-0.8854276493385433,0.30773117786998433,0.04486757701456377,1.45602165269914e-06,3,0.3333333333333333,3,0,DNAH6-1,DNAH6-2,Stim8hr,0
14783,DNAH9,,,0.04598147489125985,7.937540186771082e-07,0,,0,0,DNAH9-1,DNAH9-2,Stim8hr,0
14784,DNAH10,1.0,1.0,0.11459906567943233,5.631450990689185e-35,2,0.5,2,0,DNAH10-1,DNAH10-2,Stim8hr,1
14785,DNAH17,0.758960614285963,0.24103938571403694,0.06420068177189617,5.329588705844394e-12,4,0.5,4,0,DNAH17-1,DNAH17-2,Stim8hr,0
14786,DNAI2,,,0.05530739011081778,2.8572050192590278e-09,0,,0,0,DNAI2-1,DNAI2-2,Stim8hr,2
14787,DNAJA1,,,0.1813100452504075,1.0590947775983471e-85,1,1.0,1,1,DNAJA1-1,DNAJA1-2,Stim8hr,2
14788,DNAJA2,0.04640138265599319,0.7515507675517807,-0.0004479836643707035,0.961657854725021,49,0.32653061224489793,49,1,DNAJA2-1,DNAJA2-2,Stim8hr,2
14789,DNAJA4,0.9206493561887392,0.07935064381126078,0.011586922151230906,0.21370654701927247,4,0.25,1,4,DNAJA4-1,DNAJA4-2,Stim8hr,2
14790,DNAJB2,1.0,1.0,0.06299878545979683,1.3135232578751255e-11,2,1.0,1,2,DNAJB2-1,DNAJB2-2,Stim8hr,2
14791,DNAJB4,,,0.1056711154937443,5.8017307827945136e-30,0,,0,0,DNAJB4-1,DNAJB4-2,Stim8hr,0
14792,DNAJB6,0.8919789530098147,0.298633507486529,0.09097027744490177,1.3408036000148422e-22,3,0.3333333333333333,3,0,DNAJB6-1,DNAJB6-2,Stim8hr,2
14793,DNAJB9,0.9302821912526854,1.8471456877403335e-19,0.20268777686017603,4.5752281669131924e-107,43,1.0,14,39,DNAJB9-1,DNAJB9-2,Stim8hr,2
14794,DNAJB11,1.0,1.0,0.07835677869848631,3.718878470549064e-17,2,1.0,1,2,DNAJB11-1,DNAJB11-2,Stim8hr,2
14795,CCR6,-0.11267620973613889,0.322820691871559,-0.07872359838098347,2.6512693216319664e-17,79,0.3924050632911392,79,0,CCR6-1,CCR6-2,Stim8hr,1
14796,CCR4,0.1554547289646512,0.7392690877143218,0.014904416546949932,0.10971260973401152,7,0.5714285714285714,3,5,CCR4-1,CCR4-2,Stim8hr,2
14797,FAAP100,-0.2737308668992575,0.599658833256169,0.022055704415023625,0.01792846959881117,6,0.16666666666666666,1,5,FAAP100-1,FAAP100-2,Stim8hr,1
14798,APOL2,1.0,1.0,0.16304068922435755,1.9262735773446235e-69,2,1.0,1,2,APOL2-1,APOL2-2,Stim8hr,2
14799,APOBEC3G,-1.0,1.0,0.046662869212814075,5.439174190397846e-07,2,0.5,2,1,APOBEC3G-1,APOBEC3G-2,Stim8hr,2
14800,APOBEC3H,,,0.1013149081994092,1.1501787205818664e-27,1,1.0,1,0,APOBEC3H-1,APOBEC3H-2,Stim8hr,2
14801,APOBR,,,0.027411180545760073,0.003260423113702754,1,1.0,1,1,APOBR-1,APOBR-2,Stim8hr,2
14802,APOC1,,,0.040126575839610004,1.6493881447257607e-05,0,,0,0,APOC1-1,APOC1-2,Stim8hr,0
14803,APOC3,,,0.12019496226917022,2.5040423178310165e-38,1,1.0,0,1,APOC3-1,APOC3-2,Stim8hr,0
14804,APOD,,,0.11239489875628385,1.0627694535437891e-33,1,0.0,0,1,APOD-1,APOD-2,Stim8hr,2
14805,APOE,,,0.042787373136897254,4.356028011295365e-06,1,0.0,1,0,APOE-1,APOE-2,Stim8hr,1
14806,APOL3,,,0.004340569361428675,0.6413658346279179,1,1.0,1,1,APOL3-1,APOL3-2,Stim8hr,2
14807,APTX,,,-0.022752346273846175,0.014611118727208215,1,1.0,1,1,APTX-1,APTX-2,Stim8hr,2
14808,APOL6,-0.37028515406756146,0.3266215202964287,0.029999076987453476,0.0012821987992670668,9,0.4444444444444444,5,5,APOL6-1,APOL6-2,Stim8hr,2
14809,APOLD1,,,0.09556740645577255,8.77235279530366e-25,1,0.0,0,1,APOLD1-1,APOLD1-2,Stim8hr,1
14810,APOO,,,0.08140516570650025,2.1309360164866495e-18,1,1.0,1,0,APOO-1,APOO-2,Stim8hr,2
14811,APOOL,,,0.030423661839454406,0.0010926017820523026,1,1.0,1,1,APOOL-1,APOOL-2,Stim8hr,2
14812,APOPT1,1.0,1.0,0.07660622677764625,1.8298468760768852e-16,2,0.5,1,1,APOPT1-1,APOPT1-2,Stim8hr,2
14813,APP,0.9414832180646728,0.016842452361455824,-0.05330175743932211,1.0410826539856683e-08,5,1.0,1,5,APP-1,APP-2,Stim8hr,2
14814,APPBP2,0.5545168594740972,0.03959803966882438,0.08322788464630893,3.661557100206857e-19,14,0.8571428571428571,1,14,APPBP2-1,APPBP2-2,Stim8hr,2
14815,APOBEC3F,,,0.04902814733862543,1.4065488242552977e-07,1,1.0,1,0,APOBEC3F-1,APOBEC3F-2,Stim8hr,2
14816,APOBEC3D,1.0,1.0,0.026296246032964776,0.004767371191495971,2,1.0,1,2,APOBEC3D-1,APOBEC3D-2,Stim8hr,1
14817,APOBEC3B,0.12378901801989133,0.05200305189579739,0.09142530809421501,8.240552119147963e-23,247,0.46558704453441296,247,0,APOBEC3B-1,APOBEC3B-2,Stim8hr,2
14818,APOBEC3A,,,0.033457766254026564,0.00032894644366716474,1,0.0,1,0,APOBEC3A-1,APOBEC3A-2,Stim8hr,0
14819,APBB3,0.9596134026228812,0.18154585483407062,0.020258732300589544,0.029690590912943828,3,1.0,3,2,APBB3-1,APBB3-2,Stim8hr,2
14820,APC,0.3095548451608624,0.0002730591531606663,0.24140593371775565,2.177938652529492e-152,134,0.7835820895522388,53,91,APC-1,APC-2,Stim8hr,2
14821,APEH,0.7535400575534558,0.14132136582131546,-0.016826693990281513,0.07094874525697988,5,0.8,4,2,APEH-1,APEH-2,Stim8hr,2
14822,APEX1,0.561327343155555,3.0760196093814597e-06,0.17359812475719133,1.2904625805376474e-78,60,0.9333333333333333,34,45,APEX1-1,APEX1-2,Stim8hr,2
14823,APEX2,0.7687064636213197,0.07405832949544432,0.06747883813975991,4.185055663979291e-13,6,0.8333333333333334,1,6,APEX2-1,APEX2-2,Stim8hr,2
14824,APH1A,0.13065994769688544,0.7375795417385542,0.045580902200623934,9.888541671841814e-07,9,0.6666666666666666,2,7,APH1A-1,APH1A-2,Stim8hr,2
14825,APH1B,,,0.037009114695628335,7.102671041453486e-05,1,0.0,1,0,APH1B-1,APH1B-2,Stim8hr,2
14826,APIP,1.0,1.0,0.1372611169072029,1.4729644887015244e-49,2,1.0,2,2,APIP-1,APIP-2,Stim8hr,2
14827,APLF,,,-0.014322507958709306,0.12428561440848394,1,0.0,1,0,APLF-1,APLF-2,Stim8hr,0
14828,APLP1,,,0.017638789567962384,0.05836172427483505,1,0.0,0,1,APLP1-1,APLP1-2,Stim8hr,2
14829,APLP2,,,0.02931467583148819,0.0016526961801339671,1,1.0,1,1,APLP2-1,APLP2-2,Stim8hr,2
14830,APMAP,0.5217028426877934,0.2297634708821299,0.07417218850547057,1.5813638953881888e-15,7,0.5714285714285714,2,6,APMAP-1,APMAP-2,Stim8hr,2
14831,APOA1,,,0.013749282073632253,0.14007567209615174,0,,0,0,APOA1-1,APOA1-2,Stim8hr,1
14832,APOA4,,,0.08574697019405986,3.0124481719136883e-20,0,,0,0,APOA4-1,APOA4-2,Stim8hr,0
14833,APOBEC2,1.0,1.0,0.012888895826005779,0.16661314562425125,2,0.5,0,2,APOBEC2-1,APOBEC2-2,Stim8hr,0
14834,APPL2,0.1319131797526079,5.727546056748225e-11,0.12184310664893999,2.4011373701432886e-39,2447,0.6052308949734369,1,2446,APPL2-1,APPL2-2,Stim8hr,2
14835,AQP1,,,0.0025414118474701916,0.7850683807005288,1,0.0,0,1,AQP1-1,AQP1-2,Stim8hr,0
14836,ARHGAP30,1.0,1.0,0.25834712993076414,5.310570832773051e-175,2,1.0,2,1,ARHGAP30-1,ARHGAP30-2,Stim8hr,2
14837,ARHGAP10,1.0,1.0,0.10595610111123988,4.072682731568412e-30,2,0.5,1,2,ARHGAP10-1,ARHGAP10-2,Stim8hr,2
14838,ARFIP2,0.7113835388477019,0.4961378263406826,0.11553934457119722,1.5802473199581508e-35,3,1.0,3,3,ARFIP2-1,ARFIP2-2,Stim8hr,2
14839,ARG2,,,0.17170389565211733,6.3296224007700365e-77,0,,0,0,ARG2-1,ARG2-2,Stim8hr,2
14840,ARGFX,,,0.053142153674734544,1.1516537749708328e-08,0,,0,0,ARGFX-1,ARGFX-2,Stim8hr,0
14841,ARGLU1,0.23775679777911715,0.11579159587198198,0.043666279036228495,2.757837088006273e-06,45,0.6444444444444445,2,44,ARGLU1-1,ARGLU1-2,Stim8hr,2
14842,ARHGAP1,0.975543071778864,0.14108641450815013,0.03901080520896562,2.8160313382853028e-05,3,1.0,2,3,ARHGAP1-1,ARHGAP1-2,Stim8hr,2
14843,ARHGAP5,0.8481710985353211,0.35540775889735005,0.05166823738893017,2.885599928230784e-08,3,0.3333333333333333,3,1,ARHGAP5-1,ARHGAP5-2,Stim8hr,2
14844,ARHGAP9,,,0.11948992672239377,6.759320195266139e-38,1,1.0,1,1,ARHGAP9-1,ARHGAP9-2,Stim8hr,2
14845,ARHGAP11A,0.43328468101066986,0.24401136758819988,-0.03576754859688035,0.00012330786304232905,9,0.6666666666666666,1,9,ARHGAP11A-1,ARHGAP11A-2,Stim8hr,2
14846,AQP3,,,0.0782059173452746,4.272232092444145e-17,0,,0,0,AQP3-1,AQP3-2,Stim8hr,2
14847,ARHGAP11B,1.0,1.0,0.0507845621429027,4.9464354143691615e-08,2,1.0,2,1,ARHGAP11B-1,ARHGAP11B-2,Stim8hr,2
14848,ARHGAP12,1.0,1.0,0.04479791978669152,1.5116255914949752e-06,2,0.5,0,2,ARHGAP12-1,ARHGAP12-2,Stim8hr,2
14849,ARHGAP15,0.7144396382542527,0.2855603617457474,0.12857687523591993,1.1838417384742855e-43,4,0.25,1,4,ARHGAP15-1,ARHGAP15-2,Stim8hr,2
14850,ARHGAP17,1.0,1.0,0.15921038760026343,2.9098930192980316e-66,2,0.5,1,2,ARHGAP17-1,ARHGAP17-2,Stim8hr,2
14851,ARHGAP18,,,0.0795099556914469,1.276839158788777e-17,0,,0,0,ARHGAP18-1,ARHGAP18-2,Stim8hr,2
14852,ARHGAP19,1.0,1.0,-0.020762454511627886,0.025862825627861578,2,0.5,2,0,ARHGAP19-1,ARHGAP19-2,Stim8hr,1
14853,ARHGAP25,-0.6201101453345726,0.37988985466542724,0.07567463676630501,4.2111601329741744e-16,4,0.0,3,1,ARHGAP25-1,ARHGAP25-2,Stim8hr,2
14854,ARFIP1,0.9643532913369255,0.17049178253644925,0.11028351612643379,1.678937923817546e-32,3,1.0,3,1,ARFIP1-1,ARFIP1-2,Stim8hr,2
14855,ARFGEF2,0.6254680877068157,0.5698160877915264,0.05552134373411624,2.482385779747398e-09,3,0.3333333333333333,2,1,ARFGEF2-1,ARFGEF2-2,Stim8hr,2
14856,ARFGEF1,0.17461161992541702,0.012715428425266163,0.028767516287675637,0.0020171896703377757,203,0.6157635467980296,202,1,ARFGEF1-1,ARFGEF1-2,Stim8hr,2
14857,ARFGAP3,1.0,1.0,0.11680799438592135,2.797959936161153e-36,2,1.0,2,1,ARFGAP3-1,ARFGAP3-2,Stim8hr,2
14858,AQP5,-1.0,1.0,-0.03099378085414199,0.0008786484418515947,2,0.0,1,1,AQP5-1,AQP5-2,Stim8hr,0
14859,AQP9,,,0.054970440948160254,3.5617626172530374e-09,1,1.0,0,1,AQP9-1,AQP9-2,Stim8hr,0
14860,AQP11,,,0.04378231914871813,2.5946477404732666e-06,1,1.0,0,1,AQP11-1,AQP11-2,Stim8hr,2
14861,AR,0.9515308958713303,0.19902038932725685,0.08462556105520118,9.242103963802935e-20,3,0.3333333333333333,3,0,AR-1,AR-2,Stim8hr,0
14862,ARAF,0.6641054607546543,0.22153639127451408,0.06695634565833966,6.330030905241342e-13,5,0.8,4,2,ARAF-1,ARAF-2,Stim8hr,2
14863,ARAP1,-0.5748010493139146,0.6101588805736975,0.04235093257849095,5.448555726075415e-06,3,0.3333333333333333,3,1,ARAP1-1,ARAP1-2,Stim8hr,2
14864,ARAP2,0.4540322781987912,0.18746592960804787,0.0799232916878384,8.671523482819713e-18,10,0.6,10,0,ARAP2-1,ARAP2-2,Stim8hr,2
14865,ARAP3,,,0.0954876194580411,9.592741303893349e-25,0,,0,0,ARAP3-1,ARAP3-2,Stim8hr,2
14866,AREL1,0.250540221757948,0.749459778242052,0.01959363034259266,0.035483242699542825,4,0.75,3,2,AREL1-1,AREL1-2,Stim8hr,2
14867,ARF1,-0.35850568093164453,0.2789634758376561,0.11739937193252502,1.2402367141696577e-36,11,0.45454545454545453,3,8,ARF1-1,ARF1-2,Stim8hr,1
14868,ARF3,,,0.08667694654355028,1.1758534285798407e-20,0,,0,0,ARF3-1,ARF3-2,Stim8hr,2
14869,ARF5,1.0,1.0,0.05954618688177136,1.5992415520847402e-10,2,1.0,2,2,ARF5-1,ARF5-2,Stim8hr,2
14870,ARF6,-1.0,1.0,0.15625107696592305,7.345665336425897e-64,2,0.5,2,1,ARF6-1,ARF6-2,Stim8hr,2
14871,ARFGAP1,0.009955777060537005,0.9850668278050454,0.030210304586629162,0.00118437375152532,6,0.3333333333333333,6,1,ARFGAP1-1,ARFGAP1-2,Stim8hr,2
14872,ARFGAP2,0.8828547617387132,0.04727575584505131,0.1698643817439939,2.657376124792643e-75,5,0.8,2,5,ARFGAP2-1,ARFGAP2-2,Stim8hr,2
14873,APBB1IP,0.24198498754878073,0.6949290603737636,0.0345038303122948,0.00021246157264261423,5,0.6,1,4,APBB1IP-1,APBB1IP-2,Stim8hr,2
14874,APBB1,1.0,1.0,0.12015171463214547,2.66176688093733e-38,2,0.5,2,0,APBB1-1,APBB1-2,Stim8hr,2
14875,APBA2,,,0.056654897896839,1.1682544383154534e-09,0,,0,0,APBA2-1,APBA2-2,Stim8hr,2
14876,ANKRD37,,,0.03272019834031188,0.0004444894092614736,1,1.0,0,1,ANKRD37-1,ANKRD37-2,Stim8hr,2
14877,ANKRD26,1.0,1.0,0.040992729344214746,1.0785663109426414e-05,2,1.0,2,1,ANKRD26-1,ANKRD26-2,Stim8hr,2
14878,ANKRD27,0.008930685980815159,0.9848394011967885,0.06506504188931672,2.7575806222530693e-12,7,0.7142857142857143,1,7,ANKRD27-1,ANKRD27-2,Stim8hr,2
14879,ANKRD28,,,0.11722546791550986,1.5761481531118927e-36,0,,0,0,ANKRD28-1,ANKRD28-2,Stim8hr,2
14880,ANKRD33B,,,0.10394030281155836,4.8745535435209714e-29,1,1.0,0,1,ANKRD33B-1,ANKRD33B-2,Stim8hr,2
14881,ANKRD36,,,0.039249835111695434,2.514045797561294e-05,1,1.0,1,1,ANKRD36-1,ANKRD36-2,Stim8hr,2
14882,ANKRD36B,-0.24840507652895663,0.8401871901639615,0.09180469129192834,5.481375409582099e-23,3,0.6666666666666666,3,0,ANKRD36B-1,ANKRD36B-2,Stim8hr,0
14883,ANKRD36C,,,0.04237325063696656,5.386836071791287e-06,0,,0,0,ANKRD36C-1,ANKRD36C-2,Stim8hr,0
14884,ANKRD39,0.9679025967271113,0.16173298822756993,0.08949786349989652,6.371627449612257e-22,3,0.6666666666666666,0,3,ANKRD39-1,ANKRD39-2,Stim8hr,2
14885,AP5Z1,,,0.1053842308710497,8.27632202017193e-30,1,1.0,1,1,AP5Z1-1,AP5Z1-2,Stim8hr,2
14886,ANKRD40,-0.08517090415682922,0.7210768712109463,0.09125970784626827,9.840484596289527e-23,20,0.55,19,2,ANKRD40-1,ANKRD40-2,Stim8hr,2
14887,ANKRD44,,,0.1323457775934418,3.623647861509128e-46,0,,0,0,ANKRD44-1,ANKRD44-2,Stim8hr,1
14888,ANKRD46,-0.9598829735784958,0.040117026421504054,0.05865269804146624,2.9868102375066245e-10,4,0.75,3,1,ANKRD46-1,ANKRD46-2,Stim8hr,2
14889,ANKRD54,1.0,1.0,0.09086176704362765,1.5053040081037613e-22,2,1.0,1,2,ANKRD54-1,ANKRD54-2,Stim8hr,2
14890,ANKRD55,,,0.045823161019300396,8.659671226773837e-07,1,1.0,1,0,ANKRD55-1,ANKRD55-2,Stim8hr,0
14891,ANKRD61,-0.22104728828747888,0.5988394183824678,0.019772641282927314,0.033836440343354784,8,0.375,6,2,ANKRD61-1,ANKRD61-2,Stim8hr,2
14892,ANKS1A,-1.0,1.0,0.0046154141197582085,0.620399591967672,2,0.5,0,2,ANKS1A-1,ANKS1A-2,Stim8hr,2
14893,ANKRD23,,,0.05634785085368026,1.4349201014086349e-09,0,,0,0,ANKRD23-1,ANKRD23-2,Stim8hr,0
