target,target_corrected,culture_condition,guide_id,downreg_gene,seed_match_len,hamming_dist,log_fc,adj_pval,corr_de_all,pval_de_all,corr_de_signif,pval_de_signif,n_de_signif,pval_signif_min,distal_offtarget
TMEM123,TMEM123,Rest,TMEM123-1,APOBR,8,9,-0.7457543031362521,0.0214718435759124,-0.0246,0.0082558226925258,-0.0345,0.8041913173006001,54,,0.0
DDX1,DDX1,Stim8hr,DDX1-2,PIP4K2B,8,7,-0.7446690072589671,0.0486932564645421,-0.0392,2.5424100544696225e-05,0.0136,0.7907957659428277,381,0.7907957659428277,0.0
SLC35A2,SLC35A2,Rest,SLC35A2-1,TMEM204,8,7,-0.7445995342139206,0.0490686133880928,0.3403,3.8626857143345e-310,0.636,8.05270032308879e-163,1429,8.05270032308879e-163,1.0
DNAH3,DNAH3,Rest,DNAH3-1,CD79B,8,5,-0.7445878222324704,0.0606608541095749,0.3155,1.362237471657961e-264,0.5408,1.2153808755230262e-134,1765,1.2153808755230262e-134,1.0
DAP,DAP,Stim48hr,DAP-1,ATP11A,8,9,-0.7445118309808293,0.0493664578722407,0.0567,1.1310674348482832e-09,0.2042,0.034010938235471,108,0.034010938235471,0.0
IRF2BP1,IRF2BP1,Stim8hr,IRF2BP1-1,CARNMT1,8,10,-0.7442217763359154,0.0001686146305481,0.002,0.8309244063183072,0.0257,0.5242830792197009,616,0.5242830792197009,0.0
AIFM1,AIFM1,Stim48hr,AIFM1-1,PRMT1,8,10,-0.7437671628276638,0.0272551904467719,,,,,0,,0.0
C21orf58,C21orf58,Rest,C21orf58-2,ARRDC1,8,10,-0.7437539373357713,0.0491321857311434,0.4032,0.0,0.6573,1.4173048389095781e-120,966,1.4173048389095781e-120,1.0
STARD10,STARD10,Rest,STARD10-1,PACS1,8,5,-0.7434426758361832,0.0274357424243744,0.1771,8.325861369205666e-82,0.3626,4.616344520823777e-19,567,4.616344520823777e-19,0.0
DNAH3,DNAH3,Rest,DNAH3-1,ARMCX3,8,9,-0.7430446925367875,0.0635971329888275,-0.036,0.0001116009058711,-0.029,0.2221983065404178,1768,,0.0
UBE2E2,UBE2E2,Stim8hr,UBE2E2-1,RASGRF2,8,4,-0.742125850996355,0.0928064547527011,-0.1497,1.060250910544776e-58,-0.2262,4.670067445581079e-31,2559,,0.0
SLC44A2,SLC44A2,Stim48hr,SLC44A2-1,KIF1C,8,8,-0.7419081436596203,0.0468679084838054,0.03,0.0012699466753595,0.0396,0.730736573058612,78,0.730736573058612,0.0
ZBED1,ZBED1,Rest,ZBED1-2,BTG1,8,10,-0.7413443092955814,0.0466010546863159,-0.1911,4.1726415320524226e-95,-0.6102,3.5715476722558335e-13,116,,0.0
LSM11,LSM11,Stim48hr,LSM11-1,BHLHE40,8,10,-0.7410647889590923,0.0066924102539977,0.2344,1.4111929641562214e-143,0.3543,1.8942130614142999e-56,1871,1.8942130614142999e-56,0.0
YES1,YES1,Rest,YES1-1,SH3BP5,8,10,-0.740774834081027,0.0130351374496292,0.0729,4.956299855373795e-15,0.0833,0.7589618102517183,16,0.7589618102517183,0.0
DYNC2H1,DYNC2H1,Stim48hr,DYNC2H1-1,ARID5A,8,11,-0.7407622364031435,0.0579657556207218,0.0358,0.0001231097882805,0.1933,0.0117901690025669,169,0.0117901690025669,0.0
BLZF1,BLZF1,Rest,BLZF1-1,SLC26A2,8,10,-0.7407515688435974,0.0802078986564376,-0.2148,3.0067169619919023e-120,-0.3817,3.796141650015973e-42,1178,,0.0
CMTR2,CMTR2,Stim8hr,CMTR2-2,SELENOH,8,9,-0.740561780631199,0.0084147340426734,0.1675,3.4302954799749734e-73,0.3133,7.020452782773488e-16,633,7.020452782773488e-16,0.0
ZNF148,ZNF148,Stim48hr,ZNF148-1,CAMK2G,8,11,-0.7401743408035939,0.0370522725863049,-0.0195,0.0361571116826064,-0.1027,0.1058889693565285,249,,0.0
SMARCB1,SMARCB1,Rest,SMARCB1-2,ITM2B,8,10,-0.740125933692235,0.0016525894906736,-0.098,5.565030491579698e-26,-0.1219,1.58550564314006e-07,1837,,0.0
PRAF2,PRAF2,Rest,PRAF2-2,IQSEC1,8,8,-0.7398433068465542,0.0474348214436256,,,,,0,,0.0
HIC1,HIC1,Rest,HIC1-1,GIMAP5,8,12,-0.7398101518299139,0.0158660638242673,-0.4113,0.0,-0.7845,1.0530425276405555e-76,362,,0.0
PGM1,PGM1,Rest,PGM1-1,CISD2,8,10,-0.7396210909894864,0.010258021940177,-0.1371,2.087139334563682e-49,0.0379,0.92279859533651,9,0.92279859533651,0.0
RGCC,RGCC,Rest,RGCC-1,SPCS1,8,9,-0.7395093878714698,0.0222316810539947,-0.2013,1.3121046881472364e-105,-0.3953,1.0663511338690652e-08,195,,0.0
CD3E,CD3E,Stim48hr,CD3E-1,HJURP,8,10,-0.739456131627864,0.0402948625142835,,,,,0,,0.0
MVB12B,MVB12B,Stim8hr,MVB12B-2,FOXO1,8,10,-0.7392024808704809,0.0068177754246487,0.0807,4.160665193918538e-18,0.0607,0.0140917905131462,1635,0.0140917905131462,0.0
UBE2E2,UBE2E2,Stim8hr,UBE2E2-1,URB2,8,9,-0.7391007069960982,0.0004149359166301,0.2136,6.607621575076704e-119,0.3218,2.2809949424221785e-63,2586,2.2809949424221785e-63,0.0
RTL5,RTL5,Stim48hr,RTL5-1,BTG2,8,8,-0.7383853470340221,0.0247836632782986,-0.0109,0.2439159987782364,0.0017,0.9953045683825248,15,0.9953045683825248,0.0
CARD11,CARD11,Rest,CARD11-1,HMGB2,8,7,-0.7383219191076662,0.0135370223220082,0.1245,5.053776495611629e-41,0.1023,0.4369074300110425,60,0.4369074300110425,0.0
TRAK1,TRAK1,Stim8hr,TRAK1-2,IKZF1,8,8,-0.7382554021004668,6.614882028909712e-07,-0.0671,5.824792586684624e-13,-0.1697,3.104651861215992e-06,747,,0.0
ZNF100,ZNF100,Rest,ZNF100-1,RNF157,8,7,-0.7377735974267299,0.0214369749595223,0.0786,2.991361945144594e-17,0.0518,0.764056923495269,36,0.764056923495269,0.0
PPP1R2,PPP1R2,Stim48hr,PPP1R2-1,UBE2O,8,10,-0.7376461407643563,0.0010239671661977,0.0956,8.72466868730923e-25,0.1857,4.266344836730055e-07,731,4.266344836730055e-07,0.0
BCL10,BCL10,Stim8hr,BCL10-1,B4GALT2,8,8,-0.7375338869011908,4.730196349428758e-06,0.0038,0.6870091394782477,0.0159,0.4327965139875263,2445,0.4327965139875263,0.0
LAT,LAT,Stim8hr,LAT-1,SMYD5,8,10,-0.7374748771689561,4.393243458440431e-06,0.0438,2.521418148126984e-06,0.0517,0.0003690045275403,4737,0.0003690045275403,0.0
UBE2B,UBE2B,Rest,UBE2B-2,RNF157,8,11,-0.7372393956802907,0.0082946809361739,0.0311,0.0008314658032663,0.1263,0.0266358491825233,308,0.0266358491825233,0.0
FKBP2,FKBP2,Stim48hr,FKBP2-1,PDCD4,8,9,-0.7371171434998051,0.0654017147632131,-0.1446,6.913553362733209e-55,-0.305,0.0036619424527094,89,,0.0
MRPS25,MRPS25,Stim48hr,MRPS25-2,IMP4,8,8,-0.7370805356028828,0.0164329546297028,,,,,0,,0.0
UBE2E2,UBE2E2,Stim8hr,UBE2E2-1,NIPA1,8,8,-0.7370276279804502,0.0244552764720092,-0.0026,0.7803229605805204,-0.0101,0.6095199242396299,2551,,0.0
SLC35A2,SLC35A2,Rest,SLC35A2-1,ZBTB14,8,9,-0.7364609728866194,0.0372874601450276,-0.1896,1.2555451041295054e-93,-0.3292,9.180811763946696e-38,1441,,0.0
ABHD13,ABHD13,Rest,ABHD13-1,CCDC107,8,9,-0.7364272374405562,0.036220528430909,-0.0144,0.1232379732592922,-0.0001,0.9985346620982116,508,,0.0
PRRT2,PRRT2,Rest,PRRT2-1,DIP2A,8,10,-0.736391550675189,0.0613348527713926,-0.3967,0.0,-0.7214,7.114311509342475e-140,865,,0.0
MRC2,MRC2,Stim8hr,MRC2-1,HCST,8,11,-0.7363731970623194,0.0232795753642933,-0.0689,1.314137072760405e-13,-0.1368,4.988303135092892e-05,873,,0.0
EFR3A,EFR3A,Stim8hr,EFR3A-1,POLD1,8,11,-0.7363701731577431,0.0467121022227371,,,,,0,,0.0
PIM1,PIM1,Stim8hr,PIM1-1,GABPB1,8,8,-0.7360645771076878,0.0006597686165847,-0.002,0.8286991867752993,-0.0022,0.9210941080885864,1990,,0.0
HACD4,HACD4,Stim8hr,HACD4-1,XYLT2,8,9,-0.7357879850484799,0.0226854284623374,0.095,1.6164204104246068e-24,0.1581,9.050075690025827e-09,1308,9.050075690025827e-09,0.0
NAA30,NAA30,Stim8hr,NAA30-2,TNFRSF25,8,8,-0.7357384908311964,0.0168167761240316,-0.0724,7.535870461932522e-15,-0.0704,0.1204349232759234,488,,0.0
RAP1A,RAP1A,Rest,RAP1A-2,MAP4K1,8,7,-0.7351060109457334,0.0018565514823143,0.0692,1.0929777674827861e-13,0.0432,0.8111182622163596,33,0.8111182622163596,0.0
FUNDC2,FUNDC2,Stim48hr,FUNDC2-1,USP28,8,5,-0.7349240641464233,7.387025113339404e-10,0.0772,1.0864680565786287e-16,0.1074,0.0983364541543338,238,0.0983364541543338,0.0
MRPS11,MRPS11,Stim48hr,MRPS11-2,PSMA5,8,9,-0.7347719626174778,0.0143533450522744,,,,,0,,0.0
MRGBP,MRGBP,Rest,MRGBP-2,SLC12A7,8,5,-0.7344369511278004,0.0899616089529323,-0.1011,1.5620464713494132e-27,-0.4996,4.6303501338763125e-07,91,,0.0
FITM2,FITM2,Stim8hr,FITM2-1,TGFBR2,8,10,-0.7341504353939272,0.0005294797408227,0.3474,1e-323,0.4422,1.086666407140283e-217,4560,1.086666407140283e-217,0.0
GTF3C6,GTF3C6,Stim8hr,GTF3C6-1,TMEM201,8,9,-0.7333417797220171,0.0393329982429121,-0.0587,2.910045047235187e-10,-0.2308,6.268402864570509e-07,456,,0.0
MRC2,MRC2,Stim48hr,MRC2-1,TFDP1,8,9,-0.7333334926554801,0.0003274862483397,-0.0205,0.027509635540101,-0.0134,0.4885613984223078,2685,,0.0
CHD7,CHD7,Rest,CHD7-1,NOSIP,8,9,-0.7325949338145362,0.0090702487153286,0.0619,2.9284848969002236e-11,0.0813,0.0009176875947698,1658,0.0009176875947698,0.0
DNAH3,DNAH3,Stim8hr,DNAH3-1,EEA1,8,10,-0.7325643824188486,0.0458043735207676,0.1532,1.865688463409789e-61,0.2137,3.374111896167053e-09,750,3.374111896167053e-09,0.0
MTMR10,MTMR10,Stim48hr,MTMR10-1,ANP32B,8,11,-0.7323937536279882,0.0308208867166655,0.1722,2.520936592542447e-77,0.3525,2.634564529644489e-16,508,2.634564529644489e-16,0.0
FKBP2,FKBP2,Rest,FKBP2-2,BTG2,8,9,-0.7315374179171145,0.0213204384477074,0.0369,7.606659069839584e-05,0.0309,0.126685394937423,2446,0.126685394937423,0.0
EML2,EML2,Stim8hr,EML2-1,RNF6,8,6,-0.7314451577228079,0.0115285997767022,-0.031,0.0008610341986659,-0.012,0.8783246990549963,165,,0.0
CHD7,CHD7,Stim8hr,CHD7-1,ZFP36L2,8,7,-0.7314310888313535,0.0016139022471075,0.0108,0.2478295094610799,0.0085,0.6520801343393444,2812,0.6520801343393444,0.0
SEMA4C,SEMA4C,Rest,SEMA4C-1,TADA2B,8,6,-0.730774529107595,0.0266258388926149,0.0626,1.7457381257870707e-11,0.0395,0.0027002193834291,5771,0.0027002193834291,0.0
MVB12B,MVB12B,Stim8hr,MVB12B-2,ANKRD13B,8,7,-0.730703569845792,0.0219593057262795,-0.0306,0.0010303680338358,-0.0442,0.1914418928240421,877,,0.0
CNOT11,CNOT11,Stim48hr,CNOT11-1,H2BC9,8,9,-0.7292965576553618,0.0288790092961575,-0.0222,0.0174083161700049,-0.1966,0.010200455356237,170,,0.0
PPP6C,PPP6C,Stim48hr,PPP6C-1,TMBIM6,8,8,-0.7289411167955198,0.0448578263319315,-0.0668,7.302584684364931e-13,-0.1059,0.0010760810013668,951,,0.0
ARID4B,ARID4B,Stim8hr,ARID4B-1,JMJD8,8,5,-0.7288649337844821,0.0596582462761939,0.0003,0.9741014133312704,-0.0845,0.1257168026796359,330,,0.0
MARF1,MARF1,Stim48hr,MARF1-1,IER2,8,12,-0.7287610981471222,3.234634669963351e-06,0.0645,4.2564093687414045e-12,0.1229,0.6057109264092857,20,0.6057109264092857,0.0
ARHGAP27,ARHGAP27,Stim8hr,ARHGAP27-1,STARD4,8,12,-0.7277366180960912,0.0379983874039629,-0.1714,1.2846004365100294e-76,-0.3151,6.566905465527583e-40,1674,,0.0
ATXN1L,ATXN1L,Rest,ATXN1L-1,SEL1L3,8,9,-0.7273867427489165,0.0131607000772072,-0.1659,7.473902459747306e-72,-0.3555,1.3289237807288643e-27,880,,0.0
TIMM10,TIMM10,Stim8hr,TIMM10-2,HDHD5,8,8,-0.7272258734214248,0.0143489743702625,-0.0689,1.3936190202810114e-13,-0.103,0.0224827787646995,491,,0.0
CTRL,CTRL,Rest,CTRL-1,FOXO1,8,8,-0.7272092553263625,0.0191657973819554,-0.0618,3.28037376467646e-11,-0.0746,9.033019325569126e-05,2748,,0.0
DAP,DAP,Stim8hr,DAP-1,ATP11A,8,9,-0.7271568376528705,0.0459111048741981,-0.0342,0.0002386242676346,-0.1038,0.2346255189573692,133,,0.0
KPNA1,KPNA1,Rest,KPNA1-2,EEF1B2,8,8,-0.7269688457246862,0.054948229945506,-0.0275,0.0031297774563712,-0.0234,0.5479985779922711,659,,0.0
UVRAG,UVRAG,Rest,UVRAG-2,TFDP1,8,7,-0.7265513118143401,0.0202851909473877,0.0222,0.0173935846742623,0.057,0.0723851658033187,994,0.0723851658033187,0.0
ZNF708,ZNF708,Rest,ZNF708-2,KIF11,8,11,-0.7250105922412011,0.0665992739148842,,,,,0,,0.0
DNAH3,DNAH3,Stim8hr,DNAH3-1,MPI,8,7,-0.7249169171369371,0.0046421989995095,-0.0181,0.0524649237937237,-0.0702,0.0001732445861752,2857,,0.0
MRC2,MRC2,Stim48hr,MRC2-1,MLLT1,8,11,-0.723522177255189,0.0016883494709202,0.0519,2.5542214766182643e-08,0.0803,4.0685281187842176e-05,2608,4.0685281187842176e-05,0.0
SDCBP,SDCBP,Rest,SDCBP-2,APOBR,8,12,-0.7234607513062635,0.0728916174416718,-0.1467,2.0536520028423883e-56,-0.2522,2.4417648260859675e-11,681,,0.0
CHD7,CHD7,Rest,CHD7-1,ZFP36L2,8,7,-0.7230091905886578,0.0018722713524485,-0.0409,1.1533900102901498e-05,-0.1498,7.835563859387975e-10,1668,,0.0
FKBP2,FKBP2,Rest,FKBP2-2,EEIG2,8,8,-0.7229644221241631,0.0344233573249858,0.0387,3.302330164962132e-05,0.0481,0.0171484405275155,2458,0.0171484405275155,0.0
HOXB2,HOXB2,Stim48hr,HOXB2-1,HOXB4,8,7,-0.7223988143618212,0.0882017054193475,-0.0731,4.000134876689503e-15,-0.0718,0.2728324670910153,235,,0.0
MTA3,MTA3,Stim8hr,MTA3-1,IRF4,8,6,-0.7221055052190928,0.0005615390270448,0.1192,1.0591828862800424e-37,0.1423,1.3002283166987347e-09,1803,1.3002283166987347e-09,0.0
GATAD2B,GATAD2B,Stim8hr,GATAD2B-1,GTF2E2,8,6,-0.7215164504786682,0.0285537668982187,,,,,0,,0.0
ZNF148,ZNF148,Stim8hr,ZNF148-2,SUMO3,8,8,-0.7213576728902377,2.5544704376965765e-13,0.0043,0.6465803877630213,0.2112,0.0861665815588006,67,0.0861665815588006,0.0
ZNF70,ZNF70,Stim8hr,ZNF70-1,PPP1R15B,8,10,-0.7210569371412772,6.828028464935529e-09,0.0828,5.472824417779918e-19,0.3375,0.0125713723342215,54,0.0125713723342215,0.0
CHD7,CHD7,Stim8hr,CHD7-1,BEND3,8,10,-0.7208710823467513,0.0098242188673082,-0.0165,0.0770385982280264,-0.0182,0.3383955206806631,2773,,0.0
ZBED3,ZBED3,Stim8hr,ZBED3-1,SEPTIN11,8,8,-0.7207488940393308,0.0577278968965474,0.1314,1.5336841593331315e-45,0.1727,1.7819865709367426e-35,5104,1.7819865709367426e-35,0.0
DCTPP1,DCTPP1,Rest,DCTPP1-1,ARID5B,8,9,-0.720388253977128,0.0077816025907569,-0.2391,2.069186948913251e-149,-0.4766,3.196124853339001e-52,900,,0.0
UBE2E2,UBE2E2,Stim8hr,UBE2E2-1,TNFAIP8,8,12,-0.720341097804232,0.0021802426922827,-0.1895,1.3329294025854365e-93,-0.3162,8.760100827481627e-61,2570,,0.0
LRBA,LRBA,Stim48hr,LRBA-2,THOC7,8,9,-0.7201593450327465,0.0185949844554383,-0.0589,2.4455093775865357e-10,-0.1038,2.4080118040982204e-06,2054,,0.0
ATXN1L,ATXN1L,Rest,ATXN1L-1,SPOCK2,8,10,-0.7200114959412003,0.0217743913699164,-0.0844,1.1531730794982264e-19,-0.1261,0.000180118698973,877,,0.0
ECE1,ECE1,Rest,ECE1-2,PAXX,8,10,-0.7196388237725301,0.0641644483375181,-0.239,3.085997618287485e-149,-0.4938,7.419226900249891e-23,349,,0.0
STAG2,STAG2,Stim8hr,STAG2-1,DPP4,8,10,-0.7196192598607012,0.045391016407168,-0.0056,0.5501503454852976,-0.1053,0.5866300004509211,29,,0.0
UBE2E2,UBE2E2,Stim48hr,UBE2E2-1,TMEM39B,8,9,-0.7195198499621346,0.0910261162102606,-0.0394,2.365712564285733e-05,-0.0954,0.0147381605404251,653,,0.0
FITM2,FITM2,Stim8hr,FITM2-1,MRM3,8,10,-0.7193394540955694,0.0449579692060703,0.0042,0.6511454372406303,-0.0128,0.3863722172185593,4557,,0.0
SURF1,SURF1,Rest,SURF1-1,UBQLN2,8,10,-0.7192835722523787,0.0625067613956366,-0.1071,9.304065234021733e-31,-0.2058,6.724812190513015e-07,573,,0.0
PHKA2,PHKA2,Rest,PHKA2-1,CAMK2G,8,9,-0.7191235682090557,0.0799710697385045,0.125,2.4123606879347257e-41,0.3494,3.4288333300035434e-14,444,3.4288333300035434e-14,0.0
CARMIL2,CARMIL2,Stim48hr,CARMIL2-2,HSP90AB1,8,8,-0.719022438837315,0.0003533927350752,-0.11,2.4431146332423527e-32,-0.2368,2.487112580889986e-17,1245,,0.0
KDELC2,POGLUT3,Rest,KDELC2-2,AP5S1,8,12,-0.7188906948453306,0.0168544439428477,-0.1265,2.6222189155764165e-42,-0.151,0.0036377967668974,369,,0.0
FKBP2,FKBP2,Rest,FKBP2-2,LBH,8,11,-0.7186141382957472,0.0205273382191272,0.5476,0.0,0.6297,1.937e-321,2912,1.937e-321,1.0
ECE1,ECE1,Rest,ECE1-2,ZNF264,8,10,-0.7170557237682617,0.0964391012831662,-0.1962,2.93341888658017e-100,-0.4876,4.545903435602538e-22,346,,0.0
WNT9A,WNT9A,Rest,WNT9A-2,ZNF79,8,9,-0.7165547781845463,0.0958571683765902,-0.169,1.5084326657325476e-74,-0.4523,1.0893798626246173e-17,323,,0.0
MTMR10,MTMR10,Stim8hr,MTMR10-1,STX10,8,8,-0.7163897218426835,0.0799460255782296,0.143,1.0759124634672555e-53,0.2859,6.6645176018680134e-09,397,6.6645176018680134e-09,0.0
CD3E,CD3E,Stim8hr,CD3E-1,MAPKAPK5,8,9,-0.7161843972985832,5.008211651363713e-05,-0.0914,8.197358544610155e-23,-0.1328,2.0257551831734184e-22,5335,,0.0
CCDC69,CCDC69,Rest,CCDC69-1,SCYL1,8,6,-0.716122468823141,0.0485546216145404,-0.0478,2.888497032136236e-07,0.1403,0.5788267582601909,18,0.5788267582601909,0.0
TMED9,TMED9,Rest,TMED9-1,CCNB2,8,8,-0.7159330980110357,0.0689705510445321,-0.1285,1.4241293339141868e-43,-0.1498,1.6896917802906958e-07,1208,,0.0
FGR,FGR,Rest,FGR-1,NOSIP,8,9,-0.7152014722441581,0.0504707795829393,-0.2726,2.6286342486427505e-195,-0.4585,8.513695255256154e-35,644,,0.0
DNAH3,DNAH3,Rest,DNAH3-1,SIDT1,8,11,-0.715151825747342,0.0924528656081456,0.0487,1.7202952203231145e-07,0.1357,1.0238053457032256e-08,1766,1.0238053457032256e-08,0.0
RPTOR,RPTOR,Stim48hr,RPTOR-2,CCT4,8,8,-0.7151454927515333,0.0139799974719238,,,,,0,,0.0
DDX6,DDX6,Rest,DDX6-2,TMEM131L,8,8,-0.7147626007807709,0.0118450637295741,0.018,0.0529414841792875,-0.1111,0.0091092076767129,550,,0.0
SMARCB1,SMARCB1,Rest,SMARCB1-2,LUZP1,8,10,-0.7146534373741374,0.0023884248831332,0.0731,4.081904411527369e-15,0.146,1.1458527211585507e-09,1723,1.1458527211585507e-09,0.0
UBE2E2,UBE2E2,Stim8hr,UBE2E2-1,E2F6,8,10,-0.7145700783531019,0.0072741988454354,0.1122,1.4652188395736914e-33,0.1899,3.3715036051783653e-22,2557,3.3715036051783653e-22,0.0
TTC9,TTC9,Rest,TTC9-2,CLK3,8,10,-0.7143302763020359,0.0776930766259185,0.1862,2.275206411696675e-90,0.4037,5.7872180112539176e-12,269,5.7872180112539176e-12,0.0
BUD31,BUD31,Rest,BUD31-2,TLE5,8,10,-0.7137301644720457,0.0434305486204993,-0.063,1.3122153516313583e-11,-0.0724,0.3244508804961494,187,,0.0
UBE2E2,UBE2E2,Stim48hr,UBE2E2-1,FOXK2,8,11,-0.712635771618071,0.0280283390954424,0.2086,2.2335669042998195e-113,0.3955,7.754895025559319e-26,652,7.754895025559319e-26,0.0
NAA30,NAA30,Rest,NAA30-2,SOS1,8,8,-0.7124037829273272,0.0042341286155566,0.0877,3.967211738369094e-21,0.1785,5.978565011409048e-05,500,5.978565011409048e-05,0.0
TESPA1,TESPA1,Stim48hr,TESPA1-2,CNN2,8,11,-0.7122825520363154,0.0029662682369451,0.0584,3.5203197715693676e-10,0.1416,0.1710753033864212,95,0.1710753033864212,0.0
RHEBL1,RHEBL1,Rest,RHEBL1-1,MINDY2,8,9,-0.7120557093298133,0.059260061903247,0.0553,2.866198180421132e-09,0.0434,0.8991579233994954,11,0.8991579233994954,0.0
PKNOX2,PKNOX2,Stim8hr,PKNOX2-1,ITPR1,8,9,-0.7114393184967258,0.0841872576631332,-0.0684,2.039374122849979e-13,-0.0915,0.2103860902427427,189,,0.0
CARD11,CARD11,Rest,CARD11-1,MCM7,8,5,-0.7113561599961219,0.0722930333231429,,,,,0,,0.0
DNAH3,DNAH3,Rest,DNAH3-1,PLEKHF1,8,8,-0.7113487117534093,0.055281305311855,0.2002,1.9117689405464707e-104,0.359,6.904254590314342e-55,1767,6.904254590314342e-55,0.0
UBE2E2,UBE2E2,Stim8hr,UBE2E2-1,PHLPP2,8,11,-0.7110471654067476,0.0197339013672807,-0.2708,1.1428330640507165e-192,-0.4406,1.7621173456334475e-122,2569,,0.0
MYC,MYC,Stim8hr,MYC-2,ZNF362,8,6,-0.7104446521431816,0.0984997352780681,0.1594,2.2681151241991125e-66,0.4618,8.024924204662287e-07,104,8.024924204662287e-07,0.0
DNAH3,DNAH3,Rest,DNAH3-1,RINL,8,9,-0.710038921463892,0.02627378405587,-0.388,0.0,-0.637,1.3611857849755258e-201,1766,,0.0
TPT1,TPT1,Rest,TPT1-2,EIF5,8,10,-0.7097708593748808,0.0076735890059133,-0.0612,5.0790255216623815e-11,-0.1848,0.0171464159470925,166,,0.0
MARK2,MARK2,Rest,MARK2-1,PIM1,8,10,-0.7093600095230267,0.0002442896548669,0.0273,0.0034451270050039,0.1279,5.136364366237519e-05,997,5.136364366237519e-05,0.0
FOXO3,FOXO3,Stim48hr,FOXO3-2,EIF2A,8,9,-0.7092090891274414,1.105604363128815e-11,-0.001,0.9160543628348776,-0.2283,0.2167667935670058,31,,0.0
CCDC12,CCDC12,Rest,CCDC12-1,FBXL17,8,9,-0.7091804388177951,0.0802512627810448,0.0871,7.571574730051158e-21,0.1672,1.371584718222431e-13,1933,1.371584718222431e-13,0.0
ABHD17A,ABHD17A,Stim8hr,ABHD17A-1,PRMT5,8,6,-0.7087223416381421,0.0109803635407474,,,,,0,,0.0
TIMM10,TIMM10,Stim48hr,TIMM10-2,CPD,8,7,-0.7080691015089872,0.0675442666894159,0.0462,7.049820547197959e-07,-0.4929,0.0168607642376531,23,,0.0
ABHD13,ABHD13,Stim8hr,ABHD13-1,FCHSD2,8,9,-0.7078242932816194,0.0231474295103971,0.0705,3.4741179203449324e-14,0.1993,0.0002529202082407,333,0.0002529202082407,0.0
MTPAP,MTPAP,Stim48hr,MTPAP-1,INSIG1,8,9,-0.7075099427531445,0.0325554049606525,-0.3564,0.0,-0.5219,2.4408817869306507e-81,1150,,0.0
PLEK2,PLEK2,Stim8hr,PLEK2-2,DCUN1D5,8,9,-0.7072646192472012,7.624194257998932e-07,0.2545,1.076744061966074e-169,0.3562,3.759171005277585e-80,2651,3.759171005277585e-80,0.0
ZFPM1,ZFPM1,Stim8hr,ZFPM1-1,STRBP,8,10,-0.7072406364116699,0.0004211014190849,0.0345,0.0002112698000689,0.0677,0.0001305208263565,3190,0.0001305208263565,0.0
UBE2E2,UBE2E2,Stim8hr,UBE2E2-1,OTUD7B,8,9,-0.7071158902784337,0.0546618674192518,0.1738,9.269099468911824e-79,0.2713,2.7765585281010383e-44,2552,2.7765585281010383e-44,0.0
FITM2,FITM2,Stim48hr,FITM2-1,OLA1,8,9,-0.7070484547313148,0.0271469068803669,,,,,0,,0.0
GABARAPL1,GABARAPL1,Rest,GABARAPL1-1,RIGI,8,8,-0.7068073887432186,0.0763710224163774,-0.3019,3.015577385002484e-241,-0.7273,1.1167326799687138e-48,288,,0.0
PIM1,PIM1,Stim8hr,PIM1-1,PWWP2A,8,9,-0.7067431790958911,0.0649897876317161,-0.0585,3.3284407189695685e-10,-0.1231,0.0060326277602879,496,,0.0
PIM1,PIM1,Stim8hr,PIM1-1,RBMS1,8,6,-0.7067316709252062,0.024855647473072,-0.0888,1.2663745628290837e-21,-0.2326,1.7186623014318488e-07,494,,0.0
SRI,SRI,Rest,SRI-1,RUFY1,8,8,-0.7065338780227961,0.0841146504968487,-0.2917,1.0284764686974788e-224,-0.6027,2.0199315863463703e-53,527,,0.0
ARHGAP27,ARHGAP27,Stim48hr,ARHGAP27-1,HSPE1,8,9,-0.7062396516656113,0.0587322151222731,-0.0754,5.555247818431728e-16,-0.197,8.462259811789895e-07,615,,0.0
ZFPM1,ZFPM1,Stim48hr,ZFPM1-1,NUBP2,8,7,-0.7061632013833695,0.0785219613834044,0.058,4.825618853631866e-10,0.1266,7.278659516890811e-07,1522,7.278659516890811e-07,0.0
UBE2E2,UBE2E2,Stim8hr,UBE2E2-1,SLC25A19,8,9,-0.7056550949258593,0.014100664301354,-0.0278,0.0028813724368917,-0.0319,0.1066444048922103,2552,,0.0
SEMA4C,SEMA4C,Rest,SEMA4C-1,CCDC186,8,11,-0.7054388344152733,0.0895227880906676,0.2877,2.961536970484276e-218,0.5251,9.82244646282691e-134,1880,9.82244646282691e-134,1.0
NCAPD3,NCAPD3,Stim8hr,NCAPD3-1,CKS1B,8,9,-0.7053876099965513,0.0707570171415446,0.0178,0.0562886516098126,0.1418,0.1658245770451336,97,0.1658245770451336,0.0
TGDS,TGDS,Stim8hr,TGDS-2,STAU1,8,5,-0.7046205212699692,1.7717530447569384e-10,0.0337,0.0002950957782014,-0.001,0.9940309218737664,54,,0.0
CD3E,CD3E,Stim8hr,CD3E-1,ERCC1,8,9,-0.7042987616125834,4.622942286224047e-05,0.0271,0.0036939460365657,0.025,0.0653867247546466,5436,0.0653867247546466,0.0
CMTR2,CMTR2,Stim8hr,CMTR2-2,WIPF1,8,11,-0.7042045022502804,0.0768701957082,0.0311,0.0008477140700662,0.0638,0.1095323252843189,631,0.1095323252843189,0.0
